target_id	heads
lcl|NW_011623728.1_mrna_XM_011054566.1_1	1.23397029932901
lcl|NW_011624586.1_ncrna_XR_846910.1_2	0
lcl|NW_011624727.1_mrna_XM_011069933.1_3	1.68041321995544
lcl|NW_011624860.1_mrna_XM_011050785.1_4	0
lcl|NW_011624872.1_mrna_XM_011051941.1_5	0.098581767930005
lcl|NW_011625353.1_mrna_XM_011053060.1_6	0.294063299779351
lcl|NW_011625419.1_mrna_XM_011054215.1_7	0.117502501878538
lcl|NW_011625430.1_mrna_XM_011055343.1_8	0.388043107372655
lcl|NW_011625696.1_mrna_XM_011057713.1_9	1.09317738080253
lcl|NW_011625781.1_mrna_XM_011058873.1_10	1.15313014751724
lcl|NW_011625949.1_mrna_XM_011062367.1_11	11.3767801502862
lcl|NW_011625970.1_mrna_XM_011063536.1_12	0.139072529382542
lcl|NW_011626003.1_mrna_XM_011064707.1_13	0
lcl|NW_011626056.1_mrna_XM_011065862.1_14	0.224382699324062
lcl|NW_011626079.1_ncrna_XR_846969.1_15	0.818889338391346
lcl|NW_011626117.1_ncrna_XR_847052.1_16	1.92999198252905
lcl|NW_011626120.1_mrna_XM_011068524.1_17	0.0989495118842671
lcl|NW_011626159.1_mrna_XM_011069491.1_18	2.44099187559891
lcl|NW_011626164.1_mrna_XM_011069602.1_19	0.049768587772207
lcl|NW_011626168.1_ncrna_XR_847172.1_20	4.97463559960372
lcl|NW_011626187.1_mrna_XM_011069818.1_21	1.58123589617911
lcl|NW_011626194.1_mrna_XM_011069934.1_22	1.46179888401142
lcl|NW_011626205.1_mrna_XM_011070057.1_23	4.12878059363013
lcl|NW_011626208.1_mrna_XM_011070177.1_24	0.0165486016095543
lcl|NW_011626220.1_mrna_XM_011070389.1_25	0.372392628112432
lcl|NW_011626221.1_mrna_XM_011070500.1_26	0.65801979310446
lcl|NW_011626222.1_mrna_XM_011070601.1_27	0.593245858877343
lcl|NW_011626239.1_mrna_XM_011070709.1_28	0
lcl|NW_011626243.1_mrna_XM_011070824.1_29	1.43925891504017
lcl|NW_011626245.1_mrna_XM_011070931.1_30	2.8891624677083
lcl|NW_011626261.1_mrna_XM_011050786.1_31	0.124048188837112
lcl|NW_011626283.1_ncrna_XR_845635.1_33	0.230692353434781
lcl|NW_011626283.1_ncrna_XR_845637.1_34	0.237467511522994
lcl|NW_011626283.1_ncrna_XR_845642.1_32	0
lcl|NW_011626283.1_ncrna_XR_845649.1_35	0
lcl|NW_011626283.1_ncrna_XR_845664.1_36	0
lcl|NW_011626290.1_mrna_XM_011051118.1_37	4.41382415948513
lcl|NW_011626291.1_mrna_XM_011051238.1_38	0.0464124182112342
lcl|NW_011626294.1_mrna_XM_011051359.1_39	0.559692130105487
lcl|NW_011626302.1_mrna_XM_011051468.1_40	0.148748574127536
lcl|NW_011626310.1_mrna_XM_011051602.1_41	0.17556821804245
lcl|NW_011626321.1_ncrna_XR_845717.1_42	0.0518489258518754
lcl|NW_011626324.1_mrna_XM_011051790.1_43	0
lcl|NW_011626327.1_mrna_XM_011051905.1_44	0.525789371154339
lcl|NW_011626331.1_mrna_XM_011052023.1_45	3.48903088826558
lcl|NW_011626337.1_mrna_XM_011052136.1_47	6.04943624178803
lcl|NW_011626337.1_mrna_XM_011052198.1_46	6.28651391346437
lcl|NW_011626340.1_mrna_XM_011052299.1_48	0.000458257071052276
lcl|NW_011626340.1_mrna_XM_011052375.1_49	0.00022613847389353
lcl|NW_011626340.1_mrna_XM_011052497.1_51	1.33329239361367
lcl|NW_011626340.1_mrna_XM_011052580.1_50	0.317067353977403
lcl|NW_011626343.1_mrna_XM_011052664.1_52	0
lcl|NW_011626350.1_mrna_XM_011052898.1_53	1.49686047954039
lcl|NW_011626354.1_mrna_XM_011053017.1_54	0.699511724077755
lcl|NW_011626355.1_mrna_XM_011053145.1_55	0
lcl|NW_011626359.1_mrna_XM_011053261.1_56	0.62326335443167
lcl|NW_011626359.1_mrna_XM_011053318.1_57	1.41584102106278
lcl|NW_011626361.1_mrna_XM_011053429.1_58	2.05473351305395
lcl|NW_011626363.1_mrna_XM_011053548.1_59	5.2305683312054
lcl|NW_011626364.1_mrna_XM_011053661.1_60	3.91407996592522
lcl|NW_011626373.1_mrna_XM_011053850.1_62	0.445408587860476
lcl|NW_011626373.1_mrna_XM_011053980.1_61	3.23667790719142
lcl|NW_011626373.1_ncrna_XR_845961.1_63	1.95920763587953
lcl|NW_011626375.1_mrna_XM_011054103.1_64	2.49468474388834
lcl|NW_011626377.1_mrna_XM_011054216.1_66	7.59515408272885
lcl|NW_011626377.1_mrna_XM_011054281.1_65	4.7692127032027
lcl|NW_011626377.1_mrna_XM_011054383.1_67	5.10057518515208
lcl|NW_011626378.1_mrna_XM_011054500.1_68	1.94178867388305
lcl|NW_011626380.1_mrna_XM_011054607.1_69	0.19216170812578
lcl|NW_011626382.1_mrna_XM_011054722.1_70	5.59468210991692
lcl|NW_011626382.1_mrna_XM_011054822.1_71	4.42228243972704
lcl|NW_011626386.1_mrna_XM_011054929.1_72	0.973868355124612
lcl|NW_011626391.1_mrna_XM_011055056.1_73	5.14384710024759
lcl|NW_011626391.1_mrna_XM_011055184.1_74	3.7269324918266
lcl|NW_011626394.1_mrna_XM_011055301.1_75	0.950952480714416
lcl|NW_011626398.1_mrna_XM_011055434.1_76	0.313160230380482
lcl|NW_011626398.1_mrna_XM_011055551.1_77	0.30753247588522
lcl|NW_011626401.1_mrna_XM_011055670.1_79	0.334398695100082
lcl|NW_011626401.1_mrna_XM_011055760.1_78	2.5520501351275
lcl|NW_011626402.1_mrna_XM_011055866.1_80	0.997458760719734
lcl|NW_011626402.1_mrna_XM_011055988.1_81	0.204518920429488
lcl|NW_011626404.1_mrna_XM_011056110.1_82	0.22695501186902
lcl|NW_011626404.1_mrna_XM_011056223.1_83	0.170272878020334
lcl|NW_011626405.1_mrna_XM_011056332.1_84	1.28241487292621
lcl|NW_011626405.1_mrna_XM_011056437.1_85	1.32046319114802
