target_id	unknown
lcl|NW_011954026.1_mrna_XM_012028248.1_1	5.72195285434415
lcl|NW_011954036.1_mrna_XM_012002909.1_2	1.0071264384171
lcl|NW_011954036.1_mrna_XM_012003644.1_3	1.54614040620859
lcl|NW_011954052.1_mrna_XM_012005389.1_4	1.76222155685726
lcl|NW_011954063.1_mrna_XM_012006526.1_5	5.66157463044901
lcl|NW_011954082.1_mrna_XM_012007674.1_6	3.44682374091343
lcl|NW_011954084.1_mrna_XM_012008864.1_7	0.474498747631924
lcl|NW_011954107.1_mrna_XM_012010075.1_8	4.02510371121362
lcl|NW_011954118.1_mrna_XM_012011282.1_9	0.799059307825568
lcl|NW_011954120.1_mrna_XM_012012517.1_10	0.231307825161313
lcl|NW_011954131.1_mrna_XM_012013738.1_11	7.35374286252858
lcl|NW_011954192.1_mrna_XM_012018576.1_12	0.914601190385879
lcl|NW_011954197.1_mrna_XM_012019800.1_13	1.49099538142461
lcl|NW_011954220.1_ncrna_XR_001009308.1_14	7.16249575330707
lcl|NW_011954222.1_mrna_XM_012021819.1_15	0.472686319910643
lcl|NW_011954247.1_mrna_XM_012023023.1_16	1.74664598829912
lcl|NW_011954260.1_mrna_XM_012024218.1_17	3.13802116456309
lcl|NW_011954295.1_mrna_XM_012025436.1_18	0.20206174493487
lcl|NW_011954311.1_mrna_XM_012028223.1_19	0.144380396598976
lcl|NW_011954318.1_mrna_XM_012028373.1_20	1.02014846914191
lcl|NW_011954328.1_mrna_XM_012028445.1_21	2.05611287731312
lcl|NW_011954336.1_mrna_XM_012028513.1_22	4.0208208965224
lcl|NW_011954336.1_trna_23	2.03792004624436
lcl|NW_011954369.1_mrna_XM_012002800.1_24	1.69360935605323
lcl|NW_011954376.1_mrna_XM_012002865.1_25	7.15767802896702
lcl|NW_011954388.1_mrna_XM_012002933.1_26	1.49134506688019
lcl|NW_011954402.1_mrna_XM_012003010.1_27	0.382604650378087
lcl|NW_011954415.1_mrna_XM_012003088.1_28	0.743856639263834
lcl|NW_011954453.1_mrna_XM_012003170.1_29	0.383308967752277
lcl|NW_011954458.1_mrna_XM_012003239.1_30	0.458308518060623
lcl|NW_011954469.1_mrna_XM_012003373.1_31	0.295549404966872
lcl|NW_011954491.1_mrna_XM_012003527.1_32	1.15934196641597
lcl|NW_011954536.1_mrna_XM_012003816.1_33	0.747961302549115
lcl|NW_011954536.1_mrna_XM_012003872.1_34	3.08507284104016
lcl|NW_011954536.1_mrna_XM_012003921.1_35	0.577383424660063
lcl|NW_011954536.1_mrna_XM_012003972.1_36	2.82404956968231
lcl|NW_011954553.1_mrna_XM_012004113.1_37	4.94339200501707
lcl|NW_011954555.1_mrna_XM_012004196.1_38	0.493606911724193
lcl|NW_011954577.1_mrna_XM_012004287.1_39	0.263679870341615
lcl|NW_011954578.1_mrna_XM_012004362.1_40	0.728797873120556
lcl|NW_011954582.1_mrna_XM_012004440.1_41	1.75417348472548
lcl|NW_011954583.1_mrna_XM_012004540.1_42	2.24474321851659
lcl|NW_011954629.1_mrna_XM_012004896.1_43	7.02885051838566
