target_id	mesosoma	gaster	head	whole body	whole body sample
lcl|NW_020209796.1_mrna_XM_025011582.1_1	0.00972346225061976	0.119912147707258	0.0328427712998744	0.26676713704962	0.930223169761268
lcl|NW_020209797.1_mrna_XM_025012671.1_2	1.04862459341396	1.35156337310527	1.59438785215988	1.36254085189701	1.80060186063765
lcl|NW_020209801.1_mrna_XM_025015618.1_5	0	0	0	0	0
lcl|NW_020209801.1_ncrna_XR_003040582.1_7	0	0.0465605811422953	0	0	1.27062860416139
lcl|NW_020209801.1_ncrna_XR_003040606.1_8	0.218008927923545	0.394758672998427	0.359900153603362	0.315358479063741	2.96295333034896
lcl|NW_020209801.1_ncrna_XR_003040640.1_9	0	0.0332177561888328	0	0.308370065898166	0
lcl|NW_020209801.1_ncrna_XR_003040673.1_6	0	0	0.153394714539304	0	0
lcl|NW_020209801.1_ncrna_XR_003040951.1_4	0.284346913733527	0.0392914378071834	0.0537135032547656	0.0724187237482686	0.892732769889769
lcl|NW_020209801.1_ncrna_XR_003041028.1_3	0.203690789845078	0.32269111195698	0	0	1.08875777278026
lcl|NW_020209806.1_mrna_XM_025020343.1_10	1.80441892920336	3.02844287462348	1.98613375355285	1.35934628736884	4.79544153855463
lcl|NW_020209807.1_mrna_XM_025021459.1_11	0.146948964497784	0.239576993326226	0.701244430174636	0.440732202980957	0.407151024037912
lcl|NW_020209810.1_mrna_XM_025022564.1_12	0.542892233080651	0.380636140253355	1.24796587025732	0.830466310107185	0.214598072061122
lcl|NW_020209810.1_mrna_XM_025023621.1_13	4.37788028444065	4.53436221450998	4.98549035034663	3.8081767410456	5.59511979016732
lcl|NW_020209820.1_mrna_XM_025029130.1_14	0.0819844753153798	0	2.64128518308189e-08	0.237051537356119	0.918421009082968
lcl|NW_020209821.1_mrna_XM_025030990.1_18	2.467415586401	2.52831786866932	1.78417796889251	1.68769617925507	4.30435794011734
lcl|NW_020209821.1_mrna_XM_025031752.1_17	2.64596281770879	3.10396836121037	3.16024835305105	3.36838575883334	5.7472150568006
