target_id	brain	antenna	post-pharyngeal gland	whole individual brain	dorsal half of antennal club	ventral half of antennal club
lcl|NC_039506.1_miscrna_XR_002192983.2_1546	0.186137362939812	0.116196706238061	0	0.544764431921996	0.068112647505432	0
lcl|NC_039506.1_miscrna_XR_002193167.2_777	1.37734726426819	1.28642848743641	2.64546124745719	2.31347896599778	3.98570522901582	2.02683990008717
lcl|NC_039506.1_miscrna_XR_002193188.2_2218	0.233331676193574	0	0.0201915169691243	0.0387927088976574	0.0679693726422602	1.19143941965697e-09
lcl|NC_039506.1_miscrna_XR_002193192.2_2321	1.20568281211	2.25220303403614	0.909269738563523	1.63294636800245	4.29810879771414	2.16579510571425
lcl|NC_039506.1_miscrna_XR_002193355.2_289	0.491581145060238	0.138602324389074	0.884677980208746	0.586498853836026	0.187577398824511	0.231205063325445
lcl|NC_039506.1_miscrna_XR_002193879.2_112	0.540049474739364	2.7305391448524	0.127815923117566	1.87596745294509	2.48141107319692	1.48866037260244
lcl|NC_039506.1_miscrna_XR_002194000.2_27	1.24969340600315	2.17157229684406	0.366449220091255	2.69189037871361	2.30253644136979	1.46122464320435
lcl|NC_039506.1_miscrna_XR_003406360.1_1487	0.270216402146686	0.385755039833362	0	0.088367288490214	0.87668915791983	0
lcl|NC_039506.1_miscrna_XR_003406378.1_1259	1.35198826907721	0.547559910075055	0.100406086966858	0.519245258397781	2.34735651675099	1.53616919584244
lcl|NC_039506.1_miscrna_XR_003406381.1_1076	0.203031258758684	0.0315201263099239	0.166431705367885	0.139546475464036	0	0
lcl|NC_039506.1_miscrna_XR_003406455.1_2014	0.807821971515662	2.66512446916703	1.94525246531255	3.80162883886399	1.90592014028518	1.25493067071704
lcl|NC_039506.1_miscrna_XR_003406456.1_2015	0.373612927854385	2.45672713392518	1.31153051706393	2.67455184894488	1.37705498090167	1.06504680992842
lcl|NC_039506.1_miscrna_XR_003406457.1_2018	0.140852178237116	0.186126669598289	3.59700652936986e-10	0.878385654231758	0.662945863131889	0.58869826623643
lcl|NC_039506.1_miscrna_XR_003406459.1_2017	0.0148139770781378	1.50686702684803	0	0.0266591786971655	0.530335175703737	0.410940117720908
lcl|NC_039506.1_miscrna_XR_003406460.1_2016	0.431694136737229	0.676683643277908	0.040748417794876	1.19290081712964	3.48101394272079	2.80092658004053
lcl|NC_039506.1_miscrna_XR_003406463.1_2019	1.79218602627462	3.12125925231834	0.613606417551992	4.36112121386354	4.10677907756307	2.69800826912376
lcl|NC_039506.1_miscrna_XR_003406469.1_1962	2.46344343423529	2.14597727618094	2.41212576475522	2.81139844881991	5.36142303579599	4.00848451193614
lcl|NC_039506.1_miscrna_XR_003406470.1_1963	2.07724658217721	2.03659211870129	2.05865452702693	1.84854646837394	6.62210925050598	4.19082208221754
lcl|NC_039506.1_miscrna_XR_003406471.1_1959	1.53759356278427	0.196443956561494	0.53002740880409	0.528039233677875	4.28602229037682	3.07549151538837
lcl|NC_039506.1_miscrna_XR_003406486.1_1756	1.56566516440146	3.2907460991063	1.71571753077666	3.96263766130507	1.71429676145532	1.20207152088473
lcl|NC_039506.1_miscrna_XR_003406506.1_2096	0.0144012653993924	1.32027683920023	0	0.015000607605986	3.70789870683287	2.89143680337723
lcl|NC_039506.1_miscrna_XR_003406550.1_1072	0.701606986081122	0.0082623727060601	0.0204052806494155	0.2326818477786	0.0862188850209857	0.0251358774781011
lcl|NC_039506.1_miscrna_XR_003406563.1_2782	0.00683257535964343	0.0337056544652434	0	0.0613140115044618	0	0.143056247105203
