target_id	brain	antenna	post-pharyngeal gland	whole individual brain	dorsal half of antennal club	ventral half of antennal club
lcl|NC_039506.1_miscrna_XR_002192983.2_1546	0.358805263729852	0.15527407261313	0	0.0960698418673988	0.329949431709206	0
lcl|NC_039506.1_miscrna_XR_002193167.2_777	2.20256535806026	3.2409770572059	3.05647641186762	0.573335102400389	5.75769922209457	4.09186840292967
lcl|NC_039506.1_miscrna_XR_002193188.2_2218	0.224616579092677	0	0.206507798718512	0.00149712925485189	0.162474250601672	0.171829100318231
lcl|NC_039506.1_miscrna_XR_002193192.2_2321	0.779649731051056	2.65212878227878	1.66362505742038	2.00821515532638	2.89852973549999	1.55918438874205
lcl|NC_039506.1_miscrna_XR_002193355.2_289	1.10759030703721	0.0913528911101854	0.48472900401749	0.0889400887643757	0.296690236248264	0.522846910869473
lcl|NC_039506.1_miscrna_XR_002193879.2_112	0.484186892061934	1.48240902869563	0.153257619418472	2.49788295255104	0	0
lcl|NC_039506.1_miscrna_XR_002194000.2_27	1.65906735538679	2.23993210340929	1.6585691269846	2.20590968387439	1.83827518311668	1.683207699773
lcl|NC_039506.1_miscrna_XR_003406360.1_1487	0.181113674905292	0.134370532512403	0	0.177584676190579	0.33250815918932	0
lcl|NC_039506.1_miscrna_XR_003406378.1_1259	0.76078986457729	0.509431307020795	0.18940539495621	1.23790014588136	1.61307497235255	1.24220529607751
lcl|NC_039506.1_miscrna_XR_003406381.1_1076	0.208613085591094	0.108538062129271	0.184255216312676	0.0649734447007314	0	0
lcl|NC_039506.1_miscrna_XR_003406455.1_2014	0.87460821712782	3.32049710465151	2.40088042612802	2.90653899522672	0.673881000879156	0.813872925463689
lcl|NC_039506.1_miscrna_XR_003406456.1_2015	0.495222315836342	3.77085563499869	2.12460665264886	0.577099505080549	1.29886820488405	1.62169058724816
lcl|NC_039506.1_miscrna_XR_003406457.1_2018	0.0322489539977803	0.000297737994289967	0.0363744499930899	1.38333219196781	0.222572843393456	0.0852512061943483
lcl|NC_039506.1_miscrna_XR_003406459.1_2017	0.0062908788757395	1.50465853149983	0	0.0282043439738794	0.598056359602018	0.38565688105192
lcl|NC_039506.1_miscrna_XR_003406460.1_2016	0.818140869221841	1.1312726036426	0.191213988523129	0.477114562345073	1.85301597730558	2.03630234513101
lcl|NC_039506.1_miscrna_XR_003406463.1_2019	3.05496021014955	3.23972446532991	0.905542996658188	2.67505552551159	2.48252667086065	2.52496073827271
lcl|NC_039506.1_miscrna_XR_003406469.1_1962	2.32577705556812	2.51129533367896	3.14408626834317	2.93372959377707	2.9628794836184	3.04597520108838
lcl|NC_039506.1_miscrna_XR_003406470.1_1963	2.62809992082505	1.99989547307249	2.5263018953069	1.38694445041708	2.3162871530091	2.26240997006476
lcl|NC_039506.1_miscrna_XR_003406471.1_1959	1.00574121264428	0.141989972026716	0.0688091441574758	1.00672649458396	2.63243979412677	2.25476905135227
lcl|NC_039506.1_miscrna_XR_003406486.1_1756	2.06573266571588	3.47863560721888	2.95851331737569	3.01274088385006	1.80537882361907	1.9827967068186
lcl|NC_039506.1_miscrna_XR_003406506.1_2096	0.0937360037274216	0.0677691865513799	0	0.0747002965662632	0.794367625771948	0.927104644046817
lcl|NC_039506.1_miscrna_XR_003406550.1_1072	0.257514618349976	0.86618897065255	0.672589953309446	0.352661236792027	0.617541367509521	0.547611084466868
lcl|NC_039506.1_miscrna_XR_003406563.1_2782	0.00283418566280875	0.0248589676881695	0	0.0728176317788382	0	0.0869819587748653
lcl|NC_039506.1_miscrna_XR_003406569.1_2104	0.000212866690121054	0.418688958934199	0.0909219982693164	0.00495160987774812	0.390743872393101	0.536038964298638
lcl|NC_039506.1_miscrna_XR_003406574.1_1071	0.00772337659273654	0	0	0.0595551917066515	0.0153559472022441	0
lcl|NC_039506.1_miscrna_XR_003406586.1_1860	2.91734609783387	1.78470132637629	1.5221851551041	3.14068955938969	1.12811268434022	1.3741328431438
lcl|NC_039506.1_miscrna_XR_003406648.1_469	0.456137461669332	1.1944742873681	0.246141040325008	1.2440380002053	0.24235794349129	0.0641459529668788
lcl|NC_039506.1_miscrna_XR_003406649.1_475	2.71701662971711	4.16625582932235	5.04436394015474	3.00515224785288	1.78297389328365	2.29120891540849
lcl|NC_039506.1_miscrna_XR_003406650.1_468	1.45935528338292	0.153892573765356	1.11959795916908	0.499315143016428	0.248819382103307	0.580575634319115
lcl|NC_039506.1_miscrna_XR_003406651.1_471	0.480135914427188	0.478543431247928	1.18747923461483	0.126516965527734	0.392835814634155	0.831068898276509
lcl|NC_039506.1_miscrna_XR_003406652.1_473	0.443353022896752	0.361654106194237	0.759316770778169	0.427862177424673	0.592691987076505	0.754631995734352
lcl|NC_039506.1_miscrna_XR_003406653.1_474	0.642726478781675	0.595834139166446	0.857373910477988	0.441614497913462	0.0935314118273534	0.263459232257411
lcl|NC_039506.1_miscrna_XR_003406655.1_470	1.23203388012994	1.88416618352474	0	0.963655334244135	0	0.25461610664883
lcl|NC_039506.1_miscrna_XR_003406656.1_472	0	0	0	0	0	0
