target_id	heads	brain
lcl|NW_011623728.1_mrna_XM_011054566.1_1	1.23110101179702	0.349168409175324
lcl|NW_011624586.1_ncrna_XR_846910.1_2	0	0.28792760689556
lcl|NW_011624727.1_mrna_XM_011069933.1_3	1.81889193731059	1.57783801298345
lcl|NW_011624860.1_mrna_XM_011050785.1_4	0	1.15117038691653
lcl|NW_011624872.1_mrna_XM_011051941.1_5	0.0969680792948674	0
lcl|NW_011625353.1_mrna_XM_011053060.1_6	0.469043392110525	1.35401131093059
lcl|NW_011625419.1_mrna_XM_011054215.1_7	0.226434453864292	0.0733672757437357
lcl|NW_011625430.1_mrna_XM_011055343.1_8	0.484264831579164	0.130362009130406
lcl|NW_011625696.1_mrna_XM_011057713.1_9	0.934667895212147	0.576273109267343
lcl|NW_011625781.1_mrna_XM_011058873.1_10	0.663186704112745	4.39647020627841
lcl|NW_011625949.1_mrna_XM_011062367.1_11	11.5085100874361	2.51785323469947
lcl|NW_011625970.1_mrna_XM_011063536.1_12	0.212783944913709	0.325862311008535
lcl|NW_011626003.1_mrna_XM_011064707.1_13	0	0.159028118787578
lcl|NW_011626056.1_mrna_XM_011065862.1_14	0.158079906889732	0.047486475868234
lcl|NW_011626079.1_ncrna_XR_846969.1_15	1.06978013171884	1.82487254507185
lcl|NW_011626117.1_ncrna_XR_847052.1_16	1.85715955805935	4.21544694931556
lcl|NW_011626120.1_mrna_XM_011068524.1_17	0.14320935213824	0.0413645001888108
lcl|NW_011626159.1_mrna_XM_011069491.1_18	2.43925140527238	1.33606982010972
lcl|NW_011626164.1_mrna_XM_011069602.1_19	0.0835115577715615	0.170056880001588
lcl|NW_011626168.1_ncrna_XR_847172.1_20	5.4673062137697	6.65309890450639
lcl|NW_011626187.1_mrna_XM_011069818.1_21	1.58426046611223	0.935320525424503
lcl|NW_011626194.1_mrna_XM_011069934.1_22	0.932266206997655	0.484069405541476
lcl|NW_011626205.1_mrna_XM_011070057.1_23	4.40814555858959	1.23624828961801
lcl|NW_011626208.1_mrna_XM_011070177.1_24	0.0684427384230206	0.303697122584125
lcl|NW_011626220.1_mrna_XM_011070389.1_25	0.747985448606507	0.357519710805893
lcl|NW_011626221.1_mrna_XM_011070500.1_26	0.700921928063803	1.8237462848186
lcl|NW_011626222.1_mrna_XM_011070601.1_27	0.432593551910933	4.36931536667057
lcl|NW_011626239.1_mrna_XM_011070709.1_28	0	2.19539665084903
lcl|NW_011626243.1_mrna_XM_011070824.1_29	1.38760469940841	3.30892175187414
lcl|NW_011626245.1_mrna_XM_011070931.1_30	2.70426217802962	3.14712651408686
lcl|NW_011626261.1_mrna_XM_011050786.1_31	0.0682919843311807	0.123440261708357
lcl|NW_011626283.1_ncrna_XR_845635.1_33	0.0713122753061017	4.47322259434423
lcl|NW_011626283.1_ncrna_XR_845637.1_34	0.0113505637628297	2.32722980359093
lcl|NW_011626283.1_ncrna_XR_845642.1_32	0.0775292879036795	0.049469669874327
lcl|NW_011626283.1_ncrna_XR_845649.1_35	0	0.771235032959519
lcl|NW_011626283.1_ncrna_XR_845664.1_36	0	0.0566373380605638
lcl|NW_011626290.1_mrna_XM_011051118.1_37	4.53275504267426	0.599674600459105
lcl|NW_011626291.1_mrna_XM_011051238.1_38	0.0373072406686989	0.338182205347167
lcl|NW_011626294.1_mrna_XM_011051359.1_39	0.43981704138574	3.37742761496399
lcl|NW_011626302.1_mrna_XM_011051468.1_40	0.230302507763965	0.0468227100062404
lcl|NW_011626310.1_mrna_XM_011051602.1_41	0.176028971324159	2.61317248175498
lcl|NW_011626321.1_ncrna_XR_845717.1_42	0	0
lcl|NW_011626324.1_mrna_XM_011051790.1_43	0	0.884841969795356
lcl|NW_011626327.1_mrna_XM_011051905.1_44	0.372262021221909	0.0475420772332777
lcl|NW_011626331.1_mrna_XM_011052023.1_45	3.52689342141024	4.01167654113241
lcl|NW_011626337.1_mrna_XM_011052136.1_47	6.21965713137818	8.51275963378668
lcl|NW_011626337.1_mrna_XM_011052198.1_46	6.45504906584092	5.4104417364375
lcl|NW_011626340.1_mrna_XM_011052299.1_48	0.230117645797981	0.091031331104467
lcl|NW_011626340.1_mrna_XM_011052375.1_49	0.123336117333515	0.0382686633170606
lcl|NW_011626340.1_mrna_XM_011052497.1_51	1.15532673720778	0.257451244296565
lcl|NW_011626340.1_mrna_XM_011052580.1_50	0.218915603162962	0.0227931858218535
lcl|NW_011626343.1_mrna_XM_011052664.1_52	0	0.0327219397944507
lcl|NW_011626350.1_mrna_XM_011052898.1_53	1.39074088805151	2.50758896203293
lcl|NW_011626354.1_mrna_XM_011053017.1_54	0.464091923297782	2.5077636519048
lcl|NW_011626355.1_mrna_XM_011053145.1_55	0	0.0102002989343992
lcl|NW_011626359.1_mrna_XM_011053261.1_56	0.361536568656252	0.0192574907686541
lcl|NW_011626359.1_mrna_XM_011053318.1_57	1.58708250421525	0.273730583720801
lcl|NW_011626361.1_mrna_XM_011053429.1_58	2.11711431310547	2.34635528609024
lcl|NW_011626363.1_mrna_XM_011053548.1_59	5.41112994831891	8.36195687401794
lcl|NW_011626364.1_mrna_XM_011053661.1_60	3.92287435863632	5.94940948838341
lcl|NW_011626373.1_mrna_XM_011053850.1_62	0.398481016242651	2.28920504499195
lcl|NW_011626373.1_mrna_XM_011053980.1_61	3.39800181557629	4.97289013912226
lcl|NW_011626373.1_ncrna_XR_845961.1_63	2.0356585778162	4.897106044063
