target_id	whole body	head	multiple whole body
lcl|NC_045057.1_rrna_GFC56_mgr01_33628	7.85535478152322	8.73269656811823	11.9754333660441
lcl|NC_045057.1_rrna_GFC56_mgr02_33626	12.1814862256558	14.9017120872494	12.1860427644673
lcl|NC_045057.1_trna_GFC56_mgt01_33611	NA	0	0
lcl|NC_045057.1_trna_GFC56_mgt02_33612	0	0	0
lcl|NC_045057.1_trna_GFC56_mgt03_33613	NA	0	0
lcl|NC_045057.1_trna_GFC56_mgt04_33614	0	0	0
lcl|NC_045057.1_trna_GFC56_mgt05_33615	NA	NA	0
lcl|NC_045057.1_trna_GFC56_mgt06_33616	0	0	0
lcl|NC_045057.1_trna_GFC56_mgt07_33617	NA	NA	0
lcl|NC_045057.1_trna_GFC56_mgt08_33618	0	0	0
lcl|NC_045057.1_trna_GFC56_mgt09_33619	NA	0	0
lcl|NC_045057.1_trna_GFC56_mgt10_33620	0	0	0
lcl|NC_045057.1_trna_GFC56_mgt11_33621	Inf	2.46611319982477	4.42977379325115
lcl|NC_045057.1_trna_GFC56_mgt12_33622	4.72358538580432	5.56636781058439	4.97562175488014
lcl|NC_045057.1_trna_GFC56_mgt13_33623	NA	NA	0
lcl|NC_045057.1_trna_GFC56_mgt14_33624	0.302836525980855	2.73283483231823	2.03101936467878
lcl|NC_045057.1_trna_GFC56_mgt15_33625	NA	Inf	0.875512488101381
lcl|NC_045057.1_trna_GFC56_mgt16_33627	NA	0.737556868612114	0
lcl|NC_045057.1_trna_GFC56_mgt17_33629	NA	0	4.42027292995337
lcl|NC_045057.1_trna_GFC56_mgt18_33630	0.0188684032636719	0	1.57098106377743
lcl|NC_045057.1_trna_GFC56_mgt19_33631	NA	Inf	0
lcl|NC_045057.1_trna_GFC56_mgt20_33632	1.08914501240114	0.738066006962485	2.02220902789033
lcl|NC_045057.1_trna_GFC56_mgt21_33633	NA	NA	2.74071054409649
lcl|NC_045057.1_trna_GFC56_mgt22_33634	3.18434651541708	5.15245857927116	4.92465129568342
lcl|NC_090128.1_miscrna_XR_001099903.2_5832	2.01086759910432	0.143992708433782	0.49467653840212
lcl|NC_090128.1_miscrna_XR_001099905.2_5891	Inf	0.760163952833036	0.271547736937309
lcl|NC_090128.1_miscrna_XR_001099906.2_5905	Inf	Inf	1.62049467459458
lcl|NC_090128.1_miscrna_XR_001099909.2_5835	Inf	0.276884835144423	Inf
lcl|NC_090128.1_miscrna_XR_001099910.2_5852	3.5656618356738	2.23774518592759	3.69782590588024
lcl|NC_090128.1_miscrna_XR_001099969.2_5087	NA	1.13732870601685	1.16607460369605
lcl|NC_090128.1_miscrna_XR_001099970.2_5091	NA	Inf	0.793262664991924
lcl|NC_090128.1_miscrna_XR_001100188.2_2154	2.23271212272205	3.02587768319976	2.99048443985422
lcl|NC_090128.1_miscrna_XR_001100214.2_6897	Inf	Inf	0.358574141569306
lcl|NC_090128.1_miscrna_XR_001100280.2_7176	1.05024598649317	0.956080909756405	0.295671739664635
lcl|NC_090128.1_miscrna_XR_001100285.2_7161	Inf	1.21360308986336	3.28726494806775
lcl|NC_090128.1_miscrna_XR_001100291.2_7077	NA	Inf	1.80948213113589
lcl|NC_090128.1_miscrna_XR_001100480.2_1446	2.11992029768047	0.0308963035815624	0.000946595530326533
lcl|NC_090128.1_miscrna_XR_001100529.2_5199	NA	3.17426280818714	2.10532811931734
lcl|NC_090128.1_miscrna_XR_001100530.2_5198	0.197418362730144	0.947143371017777	3.01807999525926
lcl|NC_090128.1_miscrna_XR_001100531.2_5182	0.658504380989618	3.03635625276061	1.41656327799809
lcl|NC_090128.1_miscrna_XR_001100532.2_5183	NA	0.386020986872167	0
lcl|NC_090128.1_miscrna_XR_001100535.2_5185	NA	1.36052029079591	0.362488869859202
lcl|NC_090128.1_miscrna_XR_001100536.2_5184	0.306171677038121	0.983442482690544	0.920420489012028
lcl|NC_090128.1_miscrna_XR_001100553.2_2633	Inf	1.02925339255216	1.58595791105986
lcl|NC_090128.1_miscrna_XR_001100554.2_2643	NA	NA	0
lcl|NC_090128.1_miscrna_XR_001100555.2_2636	0.270151991917356	1.25090369596495	0.61458594221573
lcl|NC_090128.1_miscrna_XR_001100876.2_6304	1.09153475420108	1.51271508179274	1.47278046250709
lcl|NC_090128.1_miscrna_XR_001101069.2_2923	Inf	6.38159312064481	3.48508749485134
lcl|NC_090128.1_miscrna_XR_001101085.2_4534	2.37394804189389	5.9196749932628	3.60709825351966
lcl|NC_090128.1_miscrna_XR_001101116.2_563	Inf	Inf	1.48047287580297
lcl|NC_090128.1_miscrna_XR_001101132.2_112	1.33788283381914	0.467694105605732	0.664655918984624
lcl|NC_090128.1_miscrna_XR_001101144.2_292	0.322576984984453	0.654272576368503	0
lcl|NC_090128.1_miscrna_XR_001101215.2_6593	NA	2.99115098967212	2.74483852328759
lcl|NC_090128.1_miscrna_XR_001101217.2_6598	0.835425770144455	0.664400747475141	1.23161759428377
lcl|NC_090128.1_miscrna_XR_001101219.2_6590	3.341651806369	1.59692036472031	3.66978495941662
lcl|NC_090128.1_miscrna_XR_001101220.2_6589	Inf	NA	0.405049919130079
lcl|NC_090128.1_miscrna_XR_001101314.2_3657	Inf	0.00749481158828816	0.27736433012324
lcl|NC_090128.1_miscrna_XR_001101315.2_3659	Inf	NA	0
lcl|NC_090128.1_miscrna_XR_001101318.2_3675	NA	Inf	6.69601076453904
lcl|NC_090128.1_miscrna_XR_001101506.2_5467	NA	0.849168558371773	2.30362993641458
lcl|NC_090128.1_miscrna_XR_001101514.2_1689	Inf	NA	1.0953082436959
lcl|NC_090128.1_miscrna_XR_001101640.2_6005	Inf	Inf	3.84309997111391
lcl|NC_090128.1_miscrna_XR_001101641.2_6006	1.44265528432694	1.51700145259931	4.24355051023427
lcl|NC_090128.1_miscrna_XR_001101659.2_4050	0.23133571081083	0.176746577668092	2.28136964667842
lcl|NC_090128.1_miscrna_XR_001101673.2_6755	Inf	Inf	0.960558441540847
lcl|NC_090128.1_miscrna_XR_001101674.2_6697	NA	0.479881906218174	0.353518947666592
lcl|NC_090128.1_miscrna_XR_001101724.2_4989	NA	NA	1.45145851459212
lcl|NC_090128.1_miscrna_XR_001101873.2_1272	1.33391879449673	0.729203171294394	1.75206294710855
lcl|NC_090128.1_miscrna_XR_001101884.2_1318	2.76397154278772	1.62361893437123	0
lcl|NC_090128.1_miscrna_XR_001101885.2_1213	NA	0.0356557029534552	0
lcl|NC_090128.1_miscrna_XR_001101896.2_888	2.75468959388539	1.79518303463974	1.35366372384027
lcl|NC_090128.1_miscrna_XR_001101897.2_887	Inf	Inf	1.37408367273724
lcl|NC_090128.1_miscrna_XR_001101903.2_1190	1.61420948236416	0.141250439797184	0.81168446488266
lcl|NC_090128.1_miscrna_XR_010887788.1_6003	NA	0.750414092558635	4.39857936899503
lcl|NC_090128.1_miscrna_XR_010887789.1_6004	0.092513003626007	0.763220915031615	7.27156546891188e-05
lcl|NC_090128.1_miscrna_XR_010887790.1_6002	0.372114060638105	0.311588628217912	0.837226675958023
lcl|NC_090128.1_miscrna_XR_010887795.1_6228	0.344849303719736	3.66086890514185	2.14739091803882
lcl|NC_090128.1_miscrna_XR_010887796.1_6229	NA	3.72432912338497	2.44945710407785
lcl|NC_090128.1_miscrna_XR_010887811.1_5573	NA	NA	0
lcl|NC_090128.1_miscrna_XR_010887812.1_5571	NA	0	0
lcl|NC_090128.1_miscrna_XR_010887813.1_5572	6.97643241066713e-08	0	0
lcl|NC_090128.1_miscrna_XR_010887814.1_5570	0.0216448982206023	1.29262821504169e-10	0.163122760820011
lcl|NC_090128.1_miscrna_XR_010887815.1_5569	NA	0.173366082178116	8.00280066404388e-05
lcl|NC_090128.1_miscrna_XR_010887816.1_5575	NA	0.000916726034568663	NA
lcl|NC_090128.1_miscrna_XR_010887817.1_5574	0	0	0
lcl|NC_090128.1_miscrna_XR_010887818.1_5545	Inf	3.08221737819001	2.17075861185293
lcl|NC_090128.1_miscrna_XR_010887819.1_5556	0.00598349977266681	0.0410563227377781	1.41757891417047
lcl|NC_090128.1_miscrna_XR_010887820.1_5584	0	0.0112241201199834	1.16774901311241
lcl|NC_090128.1_miscrna_XR_010887826.1_6843	NA	0.0143475649383173	NA
lcl|NC_090128.1_miscrna_XR_010887843.1_4985	NA	2.68375709500077	0.637305385068594
lcl|NC_090128.1_miscrna_XR_010887844.1_4998	0.0979657043765114	0.532057533856663	0.478693272572534
lcl|NC_090128.1_miscrna_XR_010887846.1_2669	NA	Inf	0
lcl|NC_090128.1_miscrna_XR_010887847.1_2668	0.255904825040832	0.570208474775471	3.40819308973103
lcl|NC_090128.1_miscrna_XR_010887852.1_3091	Inf	Inf	2.38839869901496
lcl|NC_090128.1_miscrna_XR_010887863.1_4528	0	0	0
lcl|NC_090128.1_miscrna_XR_010887864.1_4538	1.5772513926895	3.23737623347521	2.7601702715432
lcl|NC_090128.1_miscrna_XR_010887865.1_4539	NA	0.113223460426685	0
lcl|NC_090128.1_miscrna_XR_010887866.1_4541	Inf	Inf	1.55456860739694
lcl|NC_090128.1_miscrna_XR_010887867.1_4540	0.832838916685346	1.6555871179383	1.11192047304603
lcl|NC_090128.1_miscrna_XR_010887868.1_4542	0.595372120153975	1.50692977384099	0.609173204658319
lcl|NC_090128.1_miscrna_XR_010887869.1_4532	0.24812718531102	0.0605763271484712	0.10047956895408
lcl|NC_090128.1_miscrna_XR_010887870.1_4544	2.62992344866353	3.71853902263512	2.68827167843306
lcl|NC_090128.1_miscrna_XR_010887871.1_4536	0.756995653775345	2.53354920057941	0.56823597856005
lcl|NC_090128.1_miscrna_XR_010887872.1_4543	Inf	Inf	0.900478312000128
lcl|NC_090128.1_miscrna_XR_010887876.1_5515	Inf	0.269202011925616	1.01038130134067
lcl|NC_090128.1_miscrna_XR_010887882.1_2690	1.57744473143009	3.68362807689326	2.82879942517277
lcl|NC_090128.1_miscrna_XR_010887894.1_7118	0.0757733776055983	0.651754603522664	0.352288620538039
lcl|NC_090128.1_miscrna_XR_010887895.1_7238	0.0110282409887245	0.228518462373041	2.50070062315696
lcl|NC_090128.1_miscrna_XR_010887896.1_7205	NA	NA	0
lcl|NC_090128.1_miscrna_XR_010887897.1_7206	0.178840122119786	0.283255342344217	0
lcl|NC_090128.1_miscrna_XR_010887909.1_4786	0.0297922268746616	0.243163016899385	0
lcl|NC_090128.1_miscrna_XR_010887910.1_4783	NA	0.640685604202518	0
lcl|NC_090128.1_miscrna_XR_010887911.1_4781	NA	0.130315518826743	0.507927481706786
lcl|NC_090128.1_miscrna_XR_010887912.1_4780	0.310076797622201	1.31138663968496	1.39614350019699
