target_id	whole body	whole body sample
lcl|NC_091864.1_miscrna_XR_011545548.1_122	1.53886509100327	0.0687379875515579
lcl|NC_091864.1_miscrna_XR_011545557.1_103	1.15509794536157	0.593740891842351
lcl|NC_091864.1_miscrna_XR_011545672.1_398	2.01375808881717	2.6214147575399
lcl|NC_091864.1_miscrna_XR_011545696.1_1154	0.211463130796384	0.0693103958267895
lcl|NC_091864.1_miscrna_XR_011545717.1_1162	2.49417580641301	4.29790700254283
lcl|NC_091864.1_miscrna_XR_011545718.1_1163	0.231542136635712	0.831057218442311
lcl|NC_091864.1_miscrna_XR_011545721.1_1172	0.699414903691336	2.44364900561739
lcl|NC_091864.1_miscrna_XR_011545722.1_1160	2.2113858672383	3.48083387774767
lcl|NC_091864.1_miscrna_XR_011545723.1_1161	1.73171728955958	2.52257538892093
lcl|NC_091864.1_miscrna_XR_011545724.1_1164	5.3156127719379	2.36430548437031
lcl|NC_091864.1_miscrna_XR_011545728.1_1173	6.17906722559515	5.60288077751536
lcl|NC_091864.1_miscrna_XR_011545780.1_1640	0.913776787043235	2.1951051370767
lcl|NC_091864.1_miscrna_XR_011545781.1_1528	0.222200451757798	2.0718579771817
lcl|NC_091864.1_miscrna_XR_011545782.1_1533	1.29640164846391	0.817541947194254
lcl|NC_091864.1_miscrna_XR_011545789.1_1532	0.0351347334515492	0
lcl|NC_091864.1_miscrna_XR_011545946.1_796	1.27395407396701	1.37320202253745
lcl|NC_091864.1_miscrna_XR_011546123.1_1116	3.58392229295579	3.81680433609808
lcl|NC_091864.1_miscrna_XR_011546166.1_1211	1.19021851721378	0.988852174449127
lcl|NC_091864.1_miscrna_XR_011546248.1_1346	0.571145662397634	0.526518994846943
lcl|NC_091864.1_miscrna_XR_011546337.1_291	0.811173493949982	1.00192908387432
lcl|NC_091864.1_miscrna_XR_011546378.1_72	0.699213967375664	1.19496697436141
lcl|NC_091864.1_miscrna_XR_011546387.1_68	1.00332310216268	1.65190081755957
lcl|NC_091864.1_miscrna_XR_011546433.1_1729	3.01295608978561	2.86146705729071
lcl|NC_091864.1_miscrna_XR_011546503.1_363	2.15227694101417	3.09085444344018
lcl|NC_091864.1_miscrna_XR_011546504.1_360	0.550453141061842	0.784472788624842
lcl|NC_091864.1_miscrna_XR_011546793.1_511	1.47499825873618	0.178426109005605
lcl|NC_091864.1_miscrna_XR_011547043.1_520	5.35290623446831	4.97539206534187
lcl|NC_091864.1_miscrna_XR_011547638.1_1073	0.270569124702142	1.56120463986719
lcl|NC_091864.1_miscrna_XR_011547647.1_483	1.44995997807059	2.91768941282391
lcl|NC_091864.1_miscrna_XR_011547652.1_1034	0.263451665218924	1.34070845575813
lcl|NC_091864.1_miscrna_XR_011547653.1_1035	0.139631435576077	0
lcl|NC_091864.1_miscrna_XR_011547724.1_611	4.3187542008394	3.92194104679107
lcl|NC_091864.1_miscrna_XR_011547760.1_976	0.0929756341574514	0
lcl|NC_091864.1_miscrna_XR_011547761.1_974	1.3030371006562	0
lcl|NC_091864.1_miscrna_XR_011547762.1_975	0.996870495403811	0.151635670141062
lcl|NC_091864.1_mrna_XM_070654027.1_949	0.375473497852753	0.263063786503317
lcl|NC_091864.1_mrna_XM_070654054.1_563	0.174248411548784	0.0822972112662438
lcl|NC_091864.1_mrna_XM_070654059.1_1618	0.103446841272253	0
lcl|NC_091864.1_mrna_XM_070654069.1_125	0.535009118744578	0.174482316966632
lcl|NC_091864.1_mrna_XM_070654078.1_124	1.97279241674501	0.275462242519121
lcl|NC_091864.1_mrna_XM_070654088.1_127	0.521428506851201	0.322547110063229
lcl|NC_091864.1_mrna_XM_070654096.1_126	0.369231063579493	0.0229223907775643
lcl|NC_091864.1_mrna_XM_070654106.1_123	2.14791559759635	1.64707047276021
lcl|NC_091864.1_mrna_XM_070654118.1_152	5.21346893649976	4.03361033072764
lcl|NC_091864.1_mrna_XM_070654131.1_158	1.44494890365411	1.31292977485766
lcl|NC_091864.1_mrna_XM_070654137.1_159	2.56402043042088	1.71930232255441
lcl|NC_091864.1_mrna_XM_070654147.1_1620	4.15113311289818	3.62807715807093
lcl|NC_091864.1_mrna_XM_070654153.1_130	4.8849844131873	5.16927790154767
lcl|NC_091864.1_mrna_XM_070654164.1_131	1.18161352536416	1.59873570646995
lcl|NC_091864.1_mrna_XM_070654178.1_119	0.00118117474354854	0.0167624619927473
lcl|NC_091864.1_mrna_XM_070654184.1_120	2.99364485890009	2.6286266247587
lcl|NC_091864.1_mrna_XM_070654195.1_115	0.231679183432153	0.148125932149393
lcl|NC_091864.1_mrna_XM_070654203.1_117	3.11643444077027e-08	0
lcl|NC_091864.1_mrna_XM_070654211.1_116	0.25952612191342	0.361950175851513
lcl|NC_091864.1_mrna_XM_070654221.1_112	0.0106963165375922	0.0788396487454579
lcl|NC_091864.1_mrna_XM_070654229.1_110	0.0168804518452125	0
lcl|NC_091864.1_mrna_XM_070654237.1_118	0.337580096687394	0.639936577080481
lcl|NC_091864.1_mrna_XM_070654245.1_113	0.499784535813943	1.08475071133012
lcl|NC_091864.1_mrna_XM_070654254.1_111	0.194518848432922	0.428113596858358
lcl|NC_091864.1_mrna_XM_070654265.1_114	0.225957667294836	0.0392583852976326
lcl|NC_091864.1_mrna_XM_070654278.1_134	5.40039261421815	5.05050287963252
lcl|NC_091864.1_mrna_XM_070654282.1_1633	4.99051708831978	5.46193173236769
lcl|NC_091864.1_mrna_XM_070654288.1_133	4.64609452770743	5.24780288450364
lcl|NC_091864.1_mrna_XM_070654295.1_140	4.04732614927	3.60360165681668
lcl|NC_091864.1_mrna_XM_070654297.1_141	5.28849416387751	4.30916003065209
lcl|NC_091864.1_mrna_XM_070654304.1_161	3.58085934134396	2.43618035875201
