target_id	whole body	whole body sample
lcl|NC_091864.1_miscrna_XR_011545548.1_122	1.59533973736164	0.235675935111734
lcl|NC_091864.1_miscrna_XR_011545557.1_103	1.15647355205941	0.548345870813696
lcl|NC_091864.1_miscrna_XR_011545672.1_398	2.01833666315725	3.32858399788842
lcl|NC_091864.1_miscrna_XR_011545696.1_1154	0.241678489049589	0.0221606306773148
lcl|NC_091864.1_miscrna_XR_011545717.1_1162	2.5161132448913	4.49642978939083
lcl|NC_091864.1_miscrna_XR_011545718.1_1163	0.237904642059975	0.991361824783753
lcl|NC_091864.1_miscrna_XR_011545721.1_1172	0.768347169413298	0.790074541152442
lcl|NC_091864.1_miscrna_XR_011545722.1_1160	2.18914535899489	4.21477064978037
lcl|NC_091864.1_miscrna_XR_011545723.1_1161	1.72171313358755	3.06219308399573
lcl|NC_091864.1_miscrna_XR_011545724.1_1164	5.31590696272609	2.35459718835984
lcl|NC_091864.1_miscrna_XR_011545728.1_1173	6.15998341553887	6.23264650937252
lcl|NC_091864.1_miscrna_XR_011545780.1_1640	1.02819697647767	2.36367957420148
lcl|NC_091864.1_miscrna_XR_011545781.1_1528	0.257323639047635	2.08624099461658
lcl|NC_091864.1_miscrna_XR_011545782.1_1533	1.32339304804209	1.52710931061964
lcl|NC_091864.1_miscrna_XR_011545789.1_1532	0.0362651762369127	5.70332965973521e-08
lcl|NC_091864.1_miscrna_XR_011545946.1_796	1.27986276782372	1.72998299030569
lcl|NC_091864.1_miscrna_XR_011546123.1_1116	3.58110444670816	3.90979326226974
lcl|NC_091864.1_miscrna_XR_011546166.1_1211	1.20800725610258	1.38740757647729
lcl|NC_091864.1_miscrna_XR_011546248.1_1346	0.598816680777951	0.740987331251832
lcl|NC_091864.1_miscrna_XR_011546337.1_291	0.803104449885785	1.36253065044621
lcl|NC_091864.1_miscrna_XR_011546378.1_72	0.730393857032529	1.01447651418525
lcl|NC_091864.1_miscrna_XR_011546387.1_68	1.04370717567562	2.53254000391021
lcl|NC_091864.1_miscrna_XR_011546433.1_1729	3.01267071001137	2.87088458984089
lcl|NC_091864.1_miscrna_XR_011546503.1_363	2.15090298467864	3.13619500251276
lcl|NC_091864.1_miscrna_XR_011546504.1_360	0.574574875755761	0.20689419992808
lcl|NC_091864.1_miscrna_XR_011546793.1_511	1.48370217787505	0.0288815486813208
lcl|NC_091864.1_miscrna_XR_011547043.1_520	5.30594615716773	6.52507461626114
