target_id	whole body	brain	central brain	antennae	head	embryo
lcl|NW_020229214.1_miscrna_XR_003122377.1_1192	3.77023639722793	4.05531735593875	4.20849422068575	3.41992971144276	4.10424094911016	4.09036299811681
lcl|NW_020229214.1_miscrna_XR_003122378.1_221	0.820703144721255	0.141661265994266	0.226105513840258	0.163571089488532	0.222310307268395	0.507990581236085
lcl|NW_020229214.1_miscrna_XR_003122444.1_22	1.70785976592265	2.4028026669604	2.32130472072203	4.23333894202324	2.7289843006403	1.21787348322098
lcl|NW_020229214.1_miscrna_XR_003122477.1_337	2.65429625425287	2.53519017355762	2.80627032643004	3.7135346987955	2.90077181098194	3.62404661468333
lcl|NW_020229214.1_miscrna_XR_003122537.1_445	3.76628804999577	6.4544067331156	6.05972127007795	3.93606219822967	5.34449834630616	2.41845600869555
lcl|NW_020229214.1_miscrna_XR_003122546.1_438	5.50558583299402	4.11439953073949	3.72853117334459	5.7175444871562	5.66404606257568	5.88549175319273
lcl|NW_020229214.1_miscrna_XR_003122686.1_153	4.7049209520531	1.67156511735039	1.39517358601524	3.71133662874205	2.6457173763411	6.04073006299715
lcl|NW_020229214.1_miscrna_XR_003122699.1_204	0.0139819440050877	0.127729389294253	0.0345352872079778	0.0902656507771386	0.046469533274684	0
lcl|NW_020229214.1_miscrna_XR_003122700.1_205	0.289953893498291	0.257795336262792	0.303039261324216	0.124028362400914	0.278704640159342	0
lcl|NW_020229214.1_miscrna_XR_003122716.1_1194	1.35889908823119	1.37707907239248	1.8507799459813	0.280354084568674	0.849893928110037	0
lcl|NW_020229214.1_miscrna_XR_003122831.1_101	2.33594694645395	1.45122941726406	1.97695918582506	1.95549972809059	0.826772110048703	4.0136580348443
lcl|NW_020229214.1_miscrna_XR_003122855.1_30	4.40408409713899	4.08541227684768	4.1363952374485	5.13623559191894	4.91447011591101	7.42782548004169
lcl|NW_020229214.1_miscrna_XR_003122919.1_1158	1.94673989728572	1.18112085866962	0.920816870044037	1.76392132716519	2.281589371972	0
lcl|NW_020229214.1_miscrna_XR_003123143.1_827	2.85086506188268	0.360270123281636	0.294594212775253	3.1641814570953	3.56646894156019	0
lcl|NW_020229214.1_miscrna_XR_003123266.1_1148	3.2758098608109	1.80601808179152	1.46290793438052	2.96514499394453	2.5710129212803	1.72027593768731
lcl|NW_020229214.1_miscrna_XR_003123309.1_1042	1.74707588500043	2.76184761693461	1.88598963297416	1.95866593091362	2.53967539266371	1.72522358603563
lcl|NW_020229214.1_miscrna_XR_003123339.1_1150	2.39835831585147	1.87001163015506	1.19476685081291	1.75512107936541	2.69063498421946	0
lcl|NW_020229214.1_miscrna_XR_003123588.1_424	1.7025450744601	1.64755533198644	1.48861023291849	1.90459291855134	1.80916697800079	2.49251887740229
lcl|NW_020229214.1_miscrna_XR_003123748.1_904	0.0537274080069521	0.13547845714462	0.178791540140321	0.0653211268922578	0.0685596920883953	0
lcl|NW_020229214.1_miscrna_XR_003123752.1_916	0.630404804737265	0.270983237566715	0.19641564048197	1.12882457793892	0.489297778163858	2.13535670047936
lcl|NW_020229214.1_miscrna_XR_003123753.1_917	2.73863405810663	2.96387585813201	3.07128218985987	2.05431625998502	2.54143391779797	1.45771881369679
lcl|NW_020229214.1_miscrna_XR_003123781.1_974	3.16907452264125	5.53349772329682	5.2266979805927	5.77338637084216	4.23553903364565	2.56213067789117
lcl|NW_020229214.1_miscrna_XR_889112.3_129	0.957981130790434	4.23939426107617	4.58378068802464	4.08052892052119	4.15785137767259	2.24722614768745
lcl|NW_020229214.1_miscrna_XR_889113.2_147	1.52151815441494	4.91765703233443	4.87432584703962	2.23304911332177	3.49151027071447	0
lcl|NW_020229214.1_miscrna_XR_889116.3_201	0.846115469367109	0.933252234870152	0.962012898752606	0.583439236840304	1.44543996164455	0
lcl|NW_020229214.1_miscrna_XR_889202.3_806	5.14799562128789	3.87159426025673	3.7380613683311	3.85247687496501	3.83210414238108	2.00900391136384
lcl|NW_020229214.1_miscrna_XR_889203.2_804	3.47761995915925	3.2977933689024	2.90127876742749	3.74018266924321	4.02342792980051	0
lcl|NW_020229214.1_miscrna_XR_889452.3_450	3.43377389031494	3.32619385158649	2.60464041622307	2.95797918866327	2.22830499192571	3.15234323633145
lcl|NW_020229214.1_mrna_XM_011253235.3_289	6.49663419144119	4.86889494221962	4.38837695023483	8.56037195432878	5.71651597512997	4.07717474025167
lcl|NW_020229214.1_mrna_XM_011253236.3_288	3.09071316890533	2.55854663080314	1.985449502023	5.45212332155114	3.63482690764711	4.8187289968003
lcl|NW_020229214.1_mrna_XM_011253237.3_287	3.22232283096335	2.7204947681098	2.5500356522222	2.74044907464995	3.07936750875908	2.65393841248925
lcl|NW_020229214.1_mrna_XM_011253238.3_291	2.96464765489939	3.43693991140937	2.77613072038716	2.45511119423004	3.32688084521564	3.98757107510998
lcl|NW_020229214.1_mrna_XM_011253239.3_290	0.688834814691366	1.37205324069474	1.54492895786811	0.698948087297012	1.93176204457495	2.71863854260271
lcl|NW_020229214.1_mrna_XM_011253240.3_292	1.30478451851717	1.17921692325373	1.91696701032819	2.00601640122745	1.42871531264645	3.763187588925
lcl|NW_020229214.1_mrna_XM_011253241.3_296	3.62223276903891	2.53515035162014	1.85791889527645	2.53533553548324	3.39365888175809	6.91809433011242
lcl|NW_020229214.1_mrna_XM_011253242.1_293	4.57946974460627	2.45987289123149	1.81341184645984	2.20917807266193	4.56845972435664	5.01677525034173
lcl|NW_020229214.1_mrna_XM_011253244.3_295	1.56723122949286	0.100513907031362	0.0611573241063462	0	0.321308105901026	4.8224787490222
lcl|NW_020229214.1_mrna_XM_011253245.2_294	0.941980025730586	0.195518478559645	0.27646540290884	0.0970072782294796	0.589405141327462	1.4640901380113
lcl|NW_020229214.1_mrna_XM_011253246.3_305	5.13211397451114	1.52413943528057	2.03736016730448	4.76496325456633	5.14942831420986	6.62830033693337
lcl|NW_020229214.1_mrna_XM_011253247.3_303	5.26885812308837	5.50295917059542	5.45848470709675	5.35994815490103	5.08845383636694	5.48146481545308
lcl|NW_020229214.1_mrna_XM_011253248.3_298	3.85607531882971	4.8319075803722	4.98936033569606	3.82495127924318	3.63041688778623	3.41057187769908
