target_id	whole body	brain	central brain	antennae	head	embryo
lcl|NW_020229214.1_miscrna_XR_003122377.1_1192	2.28482073079587	4.23487928056149	4.54658189079929	2.78050369479287	4.67693195004705	2.35521308725785
lcl|NW_020229214.1_miscrna_XR_003122378.1_221	0.830803966007042	0.154217021494338	0.224067751958767	0.147357029667554	0.337114797521049	0.206553387314379
lcl|NW_020229214.1_miscrna_XR_003122444.1_22	1.09900962020209	2.47790330587872	2.62421921875027	3.85067932530103	2.19526087788884	0.256004567120255
lcl|NW_020229214.1_miscrna_XR_003122477.1_337	1.74155271339855	2.77991093876957	2.98703845970267	2.73609272821559	2.0487349260248	2.47465321666606
lcl|NW_020229214.1_miscrna_XR_003122537.1_445	2.10782537407693	6.88738257166955	6.45378617621356	2.4458333289738	3.97767346578735	0.0454802499140929
lcl|NW_020229214.1_miscrna_XR_003122546.1_438	3.32328801613146	4.46269299726201	3.91714426742142	4.66067584897997	4.85927311389179	3.38381698486753
lcl|NW_020229214.1_miscrna_XR_003122686.1_153	3.11129720676301	1.94635573631959	1.2882414970987	2.76568026176932	2.21468945341655	5.11642606286346
lcl|NW_020229214.1_miscrna_XR_003122699.1_204	5.01699335560633e-05	0.125208641424639	0.0364079831542915	0.0462855028324309	0.0416108921842649	0
lcl|NW_020229214.1_miscrna_XR_003122700.1_205	0.198574495786718	0.284531315608113	0.421030836376643	0.00613003524469676	0.32445662009393	0
lcl|NW_020229214.1_miscrna_XR_003122716.1_1194	0.79983232265377	1.70943335202361	2.03639891630617	0.0595545984392824	0.982455874519351	0
lcl|NW_020229214.1_miscrna_XR_003122831.1_101	1.13439347332374	1.81236777639678	2.26155999038276	1.37009109709232	0.907976107224306	3.13534741564541
lcl|NW_020229214.1_miscrna_XR_003122855.1_30	3.62378771150549	4.18540957508066	4.51042378690366	4.37253047001856	4.56536200667956	6.19875252795729
lcl|NW_020229214.1_miscrna_XR_003122919.1_1158	2.61348701820399	1.05228983371432	1.02102785796787	1.91895764513231	2.78490328943896	0.0515002620257856
lcl|NW_020229214.1_miscrna_XR_003123143.1_827	2.52588375860554	0.327523617082911	0.428519879063486	2.98063510546178	3.80896509624254	0
lcl|NW_020229214.1_miscrna_XR_003123266.1_1148	1.88163902567949	2.02077974953199	1.8627560644938	2.16903764345378	2.07475840418743	0.21265990431588
lcl|NW_020229214.1_miscrna_XR_003123309.1_1042	0.967879490533096	2.8382361776205	2.31349848093616	1.26690596725129	2.56880799265699	0.282815737861314
lcl|NW_020229214.1_miscrna_XR_003123339.1_1150	1.66118466342847	2.02996195749872	1.39060515353272	1.06154151420386	2.2615610373443	0
lcl|NW_020229214.1_miscrna_XR_003123588.1_424	0.91358019170033	1.85000344461245	1.67485497550649	1.05899183625796	1.47314206660671	1.4814222107936
lcl|NW_020229214.1_miscrna_XR_003123748.1_904	0.107061061300177	0.140781769899977	0.166783865603441	0.0700942431031878	0.0587521865855473	0.0254803441357159
lcl|NW_020229214.1_miscrna_XR_003123752.1_916	0.397463161607754	0.31223308148636	0.259713953667709	1.24278230113843	0.805853080414561	1.85713684062605
lcl|NW_020229214.1_miscrna_XR_003123753.1_917	1.3372575582797	3.20141886109421	3.36383738722523	1.45181381666415	2.08242099112574	3.69035918035295e-09
lcl|NW_020229214.1_miscrna_XR_003123781.1_974	2.45032178714055	5.58547910059569	5.18494001998003	5.39889914113172	2.88020079891942	1.5260737246127
lcl|NW_020229214.1_miscrna_XR_889112.3_129	0.352326914223412	4.54409486928551	4.95108312094545	3.09008006825731	3.3082431055109	0.504516174928869
lcl|NW_020229214.1_miscrna_XR_889113.2_147	0.253549127367965	5.19281395570987	5.41358288720909	1.15531102452061	3.32470182930934	0
lcl|NW_020229214.1_miscrna_XR_889116.3_201	0.829610584395854	1.00621621916042	1.12140259627853	0.273714881906466	1.29566033289009	0
lcl|NW_020229214.1_miscrna_XR_889202.3_806	3.90037212674553	3.93507138319858	4.31204667467545	3.03312735668826	3.41747294770832	0.797858309438982
lcl|NW_020229214.1_miscrna_XR_889203.2_804	2.53979168579006	3.5020197685168	3.33877695171692	2.59165015488314	3.4223506104948	0
lcl|NW_020229214.1_miscrna_XR_889452.3_450	1.99536618401024	3.41741991322011	3.17534451042265	2.36839096041854	2.25187779821606	1.93361048971574
lcl|NW_020229214.1_mrna_XM_011253235.3_289	3.45556725016046	5.52730834913824	6.04626875761867	7.40323707335937	5.4462239443208	1.34075682160697
lcl|NW_020229214.1_mrna_XM_011253236.3_288	1.66577442426197	2.64294778652103	2.92461850606949	4.87865430457461	4.02243533569558	3.68177324587486
lcl|NW_020229214.1_mrna_XM_011253237.3_287	2.86107774540784	2.85290824175135	2.83161434327852	1.91191646607442	2.13729216767013	1.88502680619113
lcl|NW_020229214.1_mrna_XM_011253238.3_291	2.17871930423823	3.51085048756086	3.6814959985628	1.66303349041291	3.40875667467397	2.97321273969439
lcl|NW_020229214.1_mrna_XM_011253239.3_290	0.635803033914749	1.81437346877681	1.75961738215683	0.356955813455821	1.84354441255644	2.22709084916499
lcl|NW_020229214.1_mrna_XM_011253240.3_292	1.32628907766786	1.32542790204502	1.61315326368127	0.975080902466474	0.978937413553355	2.95720024156577
lcl|NW_020229214.1_mrna_XM_011253241.3_296	1.14355234222715	2.75314921578612	2.78746987142799	2.02751439054219	3.00350582537588	4.74421231448723
lcl|NW_020229214.1_mrna_XM_011253242.1_293	2.7674646930612	2.65275315892216	2.70907466407619	1.32390068884667	4.90479357698561	3.692472596847
lcl|NW_020229214.1_mrna_XM_011253244.3_295	1.21284067515093	0.118014420889765	0.0683106177938532	0.00754488415962181	0.451070398483802	4.77287547924337
lcl|NW_020229214.1_mrna_XM_011253245.2_294	0.754083397946512	0.193839376313779	0.430688582749557	0.0583881275283696	0.884540689319035	1.18669378933432
lcl|NW_020229214.1_mrna_XM_011253246.3_305	5.12976028740153	1.47768836405445	1.98595702793991	4.42247823919181	4.66598266799887	5.68459083509499
lcl|NW_020229214.1_mrna_XM_011253247.3_303	4.7271127611634	5.66753979270161	5.4960560012651	4.42352341435183	3.72869635225998	4.16772473514071
lcl|NW_020229214.1_mrna_XM_011253248.3_298	2.8460831211636	5.25285582406578	5.45297094572636	2.35368888283971	2.47801774556405	1.12796119468793
lcl|NW_020229214.1_mrna_XM_011253249.3_300	1.31069115540616	1.33231860040993	1.65595982406379	0.318779222855306	0.993639891241761	2.76901607016258
lcl|NW_020229214.1_mrna_XM_011253250.3_297	5.08950068403407	4.3796744013258	4.86317906465453	7.12162986502409	5.53013926189161	2.07592247540714
lcl|NW_020229214.1_mrna_XM_011253252.3_306	2.10101505721297	3.14733135844117	3.96008969177672	1.51323812165571	3.13466869986727	3.4136198512237
lcl|NW_020229214.1_mrna_XM_011253254.3_307	4.44953985515911	6.19672893601813	5.89159632301482	5.88935910717947	3.91560273732009	15.3045568553116
lcl|NW_020229214.1_mrna_XM_011253255.3_309	0.835776676952159	5.26105933315703	5.30797553165245	0.0172285686234934	2.96068565112033	3.99816579755482
lcl|NW_020229214.1_mrna_XM_011253256.3_311	0.169968398838865	1.38019751053723	1.64268705425356	0.00257601813598821	0.35008423931843	0.787210923100791
lcl|NW_020229214.1_mrna_XM_011253257.3_310	0.400582999603583	2.69816598542876	3.03486809598261	0.0292969419380955	2.27956763270199	1.51523746986969
lcl|NW_020229214.1_mrna_XM_011253258.3_315	2.44383437486906	3.25555060740424	3.35716667533372	2.82036553957629	2.80634099493391	3.53175031507652
lcl|NW_020229214.1_mrna_XM_011253260.3_316	5.13452332150141	4.49217232347881	4.36707868910819	3.02971738849803	3.7651323077262	4.27197294872268
lcl|NW_020229214.1_mrna_XM_011253262.3_318	5.42092081269309	5.64303292417758	5.64835760861198	4.56733028768967	5.69981266450815	5.82990225818899
lcl|NW_020229214.1_mrna_XM_011253263.3_324	3.93142455736436	5.87324670655256	5.87322926172995	4.86759546501965	4.22221539139932	1.82484665079687
lcl|NW_020229214.1_mrna_XM_011253264.3_323	4.79569312719539	6.07211501541637	6.19646786800713	4.63118865754798	5.09044183571955	3.9704750792705
lcl|NW_020229214.1_mrna_XM_011253265.3_322	3.63269648610485	4.60539622925915	4.85800364307629	3.22516160197244	4.26517506489362	5.59508952183607
lcl|NW_020229214.1_mrna_XM_011253266.2_325	4.00495220066962	6.27024990225613	6.45269826389315	4.51084953921132	5.34943965474188	5.96525478177187
lcl|NW_020229214.1_mrna_XM_011253269.3_326	1.55478482668583	4.80774647675307	4.85498934842595	3.67529794220221	3.68454265444744	4.50035718493727
lcl|NW_020229214.1_mrna_XM_011253270.3_327	2.8363481818447	3.620272973382	3.76551410963331	2.7145403779741	3.24203626068488	6.97473027969673
lcl|NW_020229214.1_mrna_XM_011253271.3_328	1.9965462561667	4.05856928147158	4.3319982859256	2.51320229912587	2.89852393650431	2.19057362194744
lcl|NW_020229214.1_mrna_XM_011253272.3_329	3.6613059231263	4.25452399574218	3.28541078948632	3.74107084216582	3.93568246121637	4.65310360137233
lcl|NW_020229214.1_mrna_XM_011253274.3_330	5.13685346714381	7.82444736688786	7.89267427770912	6.19519349940114	5.94012889010158	6.22823697052821
lcl|NW_020229214.1_mrna_XM_011253275.3_332	4.43269153770268	7.32768869268541	6.68768989164534	6.91475496375814	6.92581602324327	0.939082598590265
lcl|NW_020229214.1_mrna_XM_011253276.3_335	2.40525142973289	3.50531597635085	3.41573969141218	1.82788562964511	3.61203726040511	4.62317698624622
lcl|NW_020229214.1_mrna_XM_011253277.3_334	0.445116573852976	0.460130064796983	0.408128592765687	0.913239167987296	2.72148178415314	0
