target_id	brain
lcl|NW_014554127.1_mrna_XM_014615869.1_1	4.74257791318674
lcl|NW_014554147.1_mrna_XM_014611672.1_3	1.17473412268819
lcl|NW_014554147.1_mrna_XM_014628260.1_2	0.925473522301359
lcl|NW_014554147.1_mrna_XM_014633262.1_4	0.286237063371857
lcl|NW_014554155.1_mrna_XM_014612903.1_5	2.898816215673
lcl|NW_014554159.1_mrna_XM_014614177.1_26	10.2261667579574
lcl|NW_014554159.1_mrna_XM_014615012.1_27	8.33424926994062
lcl|NW_014554159.1_mrna_XM_014615870.1_28	4.84170084482803
lcl|NW_014554159.1_mrna_XM_014617097.1_23	2.18257753516252
lcl|NW_014554159.1_mrna_XM_014617937.1_24	1.27758379145422
lcl|NW_014554159.1_mrna_XM_014618736.1_25	4.14495915414218
lcl|NW_014554159.1_mrna_XM_014620784.1_6	1.17961283922219
lcl|NW_014554159.1_mrna_XM_014621605.1_13	0.63283979980188
lcl|NW_014554159.1_mrna_XM_014622431.1_8	0.433735501698687
lcl|NW_014554159.1_mrna_XM_014623295.1_17	0.0426119535645852
lcl|NW_014554159.1_mrna_XM_014624170.1_12	0.0893118318302414
lcl|NW_014554159.1_mrna_XM_014624957.1_15	0.439943126395652
lcl|NW_014554159.1_mrna_XM_014625805.1_14	0.163366768657742
lcl|NW_014554159.1_mrna_XM_014626622.1_7	2.92245015789433
lcl|NW_014554159.1_mrna_XM_014627449.1_16	0.0674817504631825
lcl|NW_014554159.1_mrna_XM_014628261.1_9	1.7367127695911
lcl|NW_014554159.1_mrna_XM_014629082.1_18	0.210655493405631
lcl|NW_014554159.1_mrna_XM_014629911.1_11	2.76995235114085
lcl|NW_014554159.1_mrna_XM_014630719.1_20	1.72452151257946
lcl|NW_014554159.1_mrna_XM_014631466.1_19	1.0153264603165
lcl|NW_014554159.1_mrna_XM_014632456.1_21	3.549007102878
lcl|NW_014554159.1_mrna_XM_014632655.1_34	2.19887297944181
lcl|NW_014554159.1_mrna_XM_014632785.1_31	3.2495983919986
lcl|NW_014554159.1_mrna_XM_014632870.1_29	1.31996409053714
lcl|NW_014554159.1_mrna_XM_014632963.1_30	1.97353650515929
lcl|NW_014554159.1_mrna_XM_014633090.1_33	7.15907409158531
lcl|NW_014554159.1_mrna_XM_014633175.1_32	4.85277418505715
lcl|NW_014554159.1_mrna_XM_014633307.1_35	1.0328249763579
lcl|NW_014554159.1_mrna_XM_014633379.1_36	0.772434660032919
lcl|NW_014554159.1_ncrna_XR_001375076.1_22	4.4840842782378
lcl|NW_014554166.1_mrna_XM_014633504.1_37	0.444756362754386
lcl|NW_014554171.1_mrna_XM_014633634.1_38	1.71426613693061
lcl|NW_014554173.1_mrna_XM_014633871.1_39	0.686315919183012
lcl|NW_014554185.1_mrna_XM_014612331.1_40	0.0125616403961445
lcl|NW_014554185.1_mrna_XM_014612449.1_41	0.0770008264143101
lcl|NW_014554185.1_mrna_XM_014612574.1_42	0.0255065262853349
lcl|NW_014554185.1_mrna_XM_014612949.1_44	0.0656564174500295
lcl|NW_014554185.1_ncrna_XR_001374164.1_43	6.64808323342599
lcl|NW_014554191.1_mrna_XM_014613153.1_45	0.0242931841947577
lcl|NW_014554191.1_mrna_XM_014613287.1_46	0.197874459028355
lcl|NW_014554223.1_mrna_XM_014613801.1_50	1.93918039054147
lcl|NW_014554223.1_ncrna_XR_001374200.1_48	0.321605929123805
lcl|NW_014554223.1_ncrna_XR_001374201.1_49	0.895984906608874
lcl|NW_014554226.1_miscrna_XR_001374237.1_71	0.942907828874803
lcl|NW_014554226.1_miscrna_XR_001374402.1_98	2.94705818736915
lcl|NW_014554226.1_miscrna_XR_001374413.1_96	0.0864781115198077
lcl|NW_014554226.1_mrna_XM_014614178.1_107	0.322175969982144
lcl|NW_014554226.1_mrna_XM_014614297.1_116	0.0378173588749808
lcl|NW_014554226.1_mrna_XM_014614425.1_84	0.0317148684558696
lcl|NW_014554226.1_mrna_XM_014614560.1_72	1.68732395960431
lcl|NW_014554226.1_mrna_XM_014614681.1_70	1.13296474179902
lcl|NW_014554226.1_mrna_XM_014614761.1_69	4.0835018782001
lcl|NW_014554226.1_mrna_XM_014614891.1_74	2.5106946631937
lcl|NW_014554226.1_mrna_XM_014614973.1_80	0.86166347909692
lcl|NW_014554226.1_mrna_XM_014615056.1_76	1.55645897522977
lcl|NW_014554226.1_mrna_XM_014615149.1_81	1.31585405142414
