target_id	abdomen	fat body	brain	whole body sample
lcl|NW_027249063.1_miscrna_XR_011718889.1_158	1.16630351257851	1.88675033408455	1.51139811329899	1.41721797541504
lcl|NW_027249063.1_miscrna_XR_011719125.1_183	1.84821125336863	1.01903379488155	0.84460097444774	1.71815239536308
lcl|NW_027249063.1_miscrna_XR_011719883.1_244	0	4.86994404664197	2.40167526106995	1.55073162916796
lcl|NW_027249063.1_miscrna_XR_011719898.1_245	1.62705485444142	0	0.185925740482318	0.572781137494113
lcl|NW_027249063.1_miscrna_XR_011720256.1_272	0.0879799942455198	0	0.305651512251603	0
lcl|NW_027249063.1_miscrna_XR_011720264.1_270	0.000722469384578603	1.81394268959513	0.309276154580839	0.883324333138669
lcl|NW_027249063.1_miscrna_XR_011720270.1_271	0.0354472739568767	0	0.107873747090051	0
lcl|NW_027249063.1_miscrna_XR_011721096.1_324	3.75628405560664	0.403051814351393	0	1.59959194201374
lcl|NW_027249063.1_miscrna_XR_011721104.1_323	0.517470939432518	0.450889256401839	0.881751140798397	0
lcl|NW_027249063.1_miscrna_XR_011721164.1_313	1.04859958278303	1.93071226786939	0.0614699119590116	0.976686599367954
lcl|NW_027249063.1_miscrna_XR_011721165.1_312	2.47034143023187	0	0.252066343880586	1.64809592507904
lcl|NW_027249063.1_miscrna_XR_011721172.1_311	0.391557730094445	0	1.27023061341333	0
lcl|NW_027249063.1_miscrna_XR_011721182.1_310	1.2231118353836	3.46503996989958	1.10431414424817	2.29174974460519
lcl|NW_027249063.1_miscrna_XR_011721188.1_307	0.0326517681254703	0	0.232383400458381	0
lcl|NW_027249063.1_miscrna_XR_011721210.1_308	0.0192537040404033	0	1.15980369234355	0
lcl|NW_027249063.1_miscrna_XR_011721230.1_309	0.0584938375583604	1.47447371257792	0.099168566034579	0
lcl|NW_027249063.1_mrna_XM_071697023.1_425	1.48444966205485	3.41069640262704	3.70305938385371	3.08406974608399
lcl|NW_027249063.1_mrna_XM_071697033.1_423	0.0966468772056437	2.52188178506168	1.65270261887629	2.88868117089921
lcl|NW_027249063.1_mrna_XM_071697045.1_422	0	0.907110321501123	1.48087530693985	0.285336258658026
lcl|NW_027249063.1_mrna_XM_071697051.1_421	1.37874911792753	0.539527872737521	0	0.955822138706116
lcl|NW_027249063.1_mrna_XM_071697063.1_420	6.55134792165348	8.23547263327105	5.43292015536805	8.14814654571996
lcl|NW_027249063.1_mrna_XM_071697076.1_428	5.45655890637825	6.36497947778906	4.84395628970243	5.89582831980523
lcl|NW_027249063.1_mrna_XM_071697088.1_429	2.64821525296412	4.25104733407969	1.61298344034404	3.47550185491826
lcl|NW_027249063.1_mrna_XM_071697094.1_430	1.58805436171472	0	1.49893866176332	1.86023976932026
lcl|NW_027249063.1_mrna_XM_071697109.1_437	8.66523787205844e-10	0	0	0
lcl|NW_027249063.1_mrna_XM_071697118.1_436	1.03976809521377	4.57683218948357	1.55603894456962	2.53107662274256
lcl|NW_027249063.1_mrna_XM_071697128.1_443	0.0892740885407626	0	0.882749452792789	1.80787571661223
lcl|NW_027249063.1_mrna_XM_071697137.1_440	0.208308876829977	0	0.0457342415435239	0
lcl|NW_027249063.1_mrna_XM_071697146.1_439	2.82722136524585	4.95582009201529	5.10255404970052	4.15569566485792
lcl|NW_027249063.1_mrna_XM_071697156.1_435	2.50866109504384	3.69905067513027	1.80707917971571	2.48058861773128
lcl|NW_027249063.1_mrna_XM_071697167.1_438	3.88037186767752	5.39453551440504	5.14204644712719	4.53382770808701
lcl|NW_027249063.1_mrna_XM_071697175.1_444	0.868543222913301	0.346920391816994	4.96093250014464	1.55794326755381
lcl|NW_027249063.1_mrna_XM_071697185.1_442	2.00312804303797	1.72252310790813	1.48838574525275	1.80561039037407
lcl|NW_027249063.1_mrna_XM_071697193.1_2	2.67724985848136	0.810944670929692	0.726176879468971	1.64341818325723
lcl|NW_027249063.1_mrna_XM_071697194.1_441	1.85412917563697	0	0	0.92137418190812
lcl|NW_027249063.1_mrna_XM_071697204.1_445	2.83418339988167	3.75488265360654	0.897437811950048	2.79713949765738
lcl|NW_027249063.1_mrna_XM_071697217.1_446	5.40443790290687	3.93738851018293	3.0859016224642	4.7899859140704
lcl|NW_027249063.1_mrna_XM_071697227.1_447	5.05741734769246	3.41144090496431	4.29880317095634	3.95228707471376
lcl|NW_027249063.1_mrna_XM_071697233.1_433	4.82151907367614	5.35020738074175	3.98044576262622	3.50014446581298
lcl|NW_027249063.1_mrna_XM_071697241.1_432	0.690128650017787	0	3.32756271162622	3.92502406621397
lcl|NW_027249063.1_mrna_XM_071697248.1_431	3.56321254569745	5.73804793638422	0.015358911298262	4.12534169892155
lcl|NW_027249063.1_mrna_XM_071697263.1_434	2.83447406507164	7.54649045125167	6.64330547310152	6.29799750006327
lcl|NW_027249063.1_mrna_XM_071697275.1_1	2.53835031302462	0	0.465759110147666	2.42631329777578
lcl|NW_027249063.1_mrna_XM_071697276.1_456	1.16078801658838	6.56330131589985	5.17953089043331	4.59015414916672
lcl|NW_027249063.1_mrna_XM_071697285.1_457	2.53699866319116	3.65053725273148	1.0212642624987	2.79393907489349
lcl|NW_027249063.1_mrna_XM_071697294.1_458	2.06703337420778	4.81222255188132	3.0181039055495	2.71722096183189
lcl|NW_027249063.1_mrna_XM_071697307.1_451	4.68094212242817	4.03028934320749	3.39603775641808	4.08608779740846
lcl|NW_027249063.1_mrna_XM_071697319.1_461	4.15126035428197	6.60627817820348	4.99698788414969	5.55677520347444
lcl|NW_027249063.1_mrna_XM_071697330.1_464	0.185267838475645	0	1.54911483088659	1.1293897222033
lcl|NW_027249063.1_mrna_XM_071697339.1_463	0.890611735131691	1.9007239364995	0.610653511972654	0.603856315265391
