target_id	whole body
lcl|NW_021693877.1_miscrna_XR_003819188.1_540	1.68831215643733
lcl|NW_021693877.1_miscrna_XR_003819197.1_549	2.0776796974058
lcl|NW_021693877.1_miscrna_XR_003819198.1_548	3.52340322239509
lcl|NW_021693877.1_miscrna_XR_003819226.1_610	0.721447241552403
lcl|NW_021693877.1_miscrna_XR_003819227.1_609	0.06206097853631
lcl|NW_021693877.1_miscrna_XR_003819260.1_652	1.52547291401328
lcl|NW_021693877.1_miscrna_XR_003819269.1_655	0.069610565226453
lcl|NW_021693877.1_miscrna_XR_003819293.1_672	0.0582598967832516
lcl|NW_021693877.1_miscrna_XR_003819294.1_669	0.485119565113357
lcl|NW_021693877.1_miscrna_XR_003819295.1_673	0.281279356879631
lcl|NW_021693877.1_miscrna_XR_003819297.1_670	0.0840289215552767
lcl|NW_021693877.1_miscrna_XR_003819298.1_671	0.165612181142002
lcl|NW_021693877.1_miscrna_XR_003822618.1_287	1.07348203320047
lcl|NW_021693877.1_miscrna_XR_003822619.1_288	0.538578372430918
lcl|NW_021693877.1_miscrna_XR_003822674.1_335	1.28791758991112
lcl|NW_021693877.1_miscrna_XR_003822675.1_336	1.12737777450244
lcl|NW_021693877.1_miscrna_XR_003822678.1_338	1.26708842091385
lcl|NW_021693877.1_mrna_XM_029298888.1_331	1.88671372431337
lcl|NW_021693877.1_mrna_XM_029298893.1_351	4.98048280034625
lcl|NW_021693877.1_mrna_XM_029298900.1_355	1.18700735285791
lcl|NW_021693877.1_mrna_XM_029298904.1_354	0.579569438934997
lcl|NW_021693877.1_mrna_XM_029298912.1_352	0.554186883249194
lcl|NW_021693877.1_mrna_XM_029298918.1_356	1.59641063460823
lcl|NW_021693877.1_mrna_XM_029298923.1_357	3.4773872924291
lcl|NW_021693877.1_mrna_XM_029298932.1_358	6.25838213854789
lcl|NW_021693877.1_mrna_XM_029298941.1_330	2.33375816107063
lcl|NW_021693877.1_mrna_XM_029298944.1_359	4.41798504655924
lcl|NW_021693877.1_mrna_XM_029298952.1_362	4.54543674985925
