target_id	SRR37065510	SRR37065507	SRR37065513
lcl|NC_001566.1_rrna_28353	15.3148042840875	14.4228576177923	13.2363422459714
lcl|NC_001566.1_rrna_28355	8.76217997916321	9.84542539263997	10.9658716979536
lcl|NC_001566.1_trna_28332	0	2.70985738973588	0
lcl|NC_001566.1_trna_28333	0	3.99429952728437	2.58175939103638
lcl|NC_001566.1_trna_28334	0	0	0
lcl|NC_001566.1_trna_28335	0	0	0
lcl|NC_001566.1_trna_28336	3.47529258673872	0	0
lcl|NC_001566.1_trna_28337	5.93074731833162	5.87005077714622	6.46657617815456
lcl|NC_001566.1_trna_28338	9.29773618442213	8.36915364557828	6.71961008050223
lcl|NC_001566.1_trna_28339	7.80976319725452	8.51243437210922	6.87196552084731
lcl|NC_001566.1_trna_28340	9.38854797186595	10.2000745801891	11.5521961285998
lcl|NC_001566.1_trna_28341	10.4405099050377	9.57498375929207	9.59681362600428
lcl|NC_001566.1_trna_28342	10.646932096482	12.3231207644494	9.92275413490618
lcl|NC_001566.1_trna_28343	7.28541230093116	7.04059537355527	8.30274290368568
lcl|NC_001566.1_trna_28344	6.40814687217895	6.07704718871114	5.2531378679805
lcl|NC_001566.1_trna_28345	7.52350634740179	9.73613387126372	7.70893280109683
lcl|NC_001566.1_trna_28346	0	0	3.28446789665625
lcl|NC_001566.1_trna_28347	5.94061312539989	3.47806895391527	5.11079343640038
lcl|NC_001566.1_trna_28348	7.22883118377201	8.69947071368924	7.17259258713144
lcl|NC_001566.1_trna_28349	2.31741860055673	2.41566840664866	5.3609386146408
lcl|NC_001566.1_trna_28350	4.69823884082927	4.75491289725479	2.31907058992235
lcl|NC_001566.1_trna_28351	6.19156492499519	7.52727023466465	6.07965526141222
lcl|NC_001566.1_trna_28352	6.94757859979284	7.82689301504961	7.29060374718837
lcl|NC_001566.1_trna_28354	2.59950836134356	4.66573935756035	3.06930145393346
lcl|NC_037638.1_miscrna_XR_001703673.2_1540	0.153415120387604	0.138995609269917	0.0727758300693898
lcl|NC_037638.1_miscrna_XR_001703674.2_1539	0.592500207521159	0.199044670932499	0.148542233240405
lcl|NC_037638.1_miscrna_XR_001703847.2_406	0.30888828087319	1.76906574008749	0
lcl|NC_037638.1_miscrna_XR_001703957.2_2022	3.25227669120124	1.7796044659013	1.42167329152287
lcl|NC_037638.1_miscrna_XR_001705209.2_2583	3.92721491701932	2.95851082518783	1.75101017636199
lcl|NC_037638.1_miscrna_XR_001705490.2_3	2.9677404408703	1.41376549873907	1.2715866878083
lcl|NC_037638.1_miscrna_XR_001705491.2_2	3.0856454002702	3.33807731894398	1.26878858316575
lcl|NC_037638.1_miscrna_XR_001705577.2_1619	1.02032788768508	1.0672965110499	1.31199309433285
lcl|NC_037638.1_miscrna_XR_001705600.2_2840	0.154521706935943	0.292000460515203	0
lcl|NC_037638.1_miscrna_XR_001706008.2_98	0	0	0
lcl|NC_037638.1_miscrna_XR_001706010.2_97	0.292559651818371	0	0
lcl|NC_037638.1_miscrna_XR_001706142.2_1307	0	0	0
lcl|NC_037638.1_miscrna_XR_001706143.2_1325	1.13747772207997	0.498737600310897	1.8958917155022
lcl|NC_037638.1_miscrna_XR_001706144.2_1317	0.831271379198737	2.6332398619969e-06	0.861590989103509
lcl|NC_037638.1_miscrna_XR_001706145.2_1314	2.79504803567006	2.26944463347314	0.649862039119908
lcl|NC_037638.1_miscrna_XR_001706146.2_1326	2.0764725464331	1.036684175238	0.344126327546108
lcl|NC_037638.1_miscrna_XR_001706148.2_1324	0.620756296580666	1.21720207340177	0.729901234928971
lcl|NC_037638.1_miscrna_XR_001706149.2_1318	0.980799594435436	0	0.556654569832097
lcl|NC_037638.1_miscrna_XR_001706150.2_1316	0	0.477854269243315	1.24246887013744
lcl|NC_037638.1_miscrna_XR_001706151.2_1313	1.68440912608025	1.25749079777868	1.89546207082136
lcl|NC_037638.1_miscrna_XR_001706155.2_1323	0	0	0.118076684760898
lcl|NC_037638.1_miscrna_XR_001706157.2_1319	0.50959833092765	0.518844390332431	1.22140568092034
lcl|NC_037638.1_miscrna_XR_001706159.2_1315	0.455417640312786	0.914231041647296	0
lcl|NC_037638.1_miscrna_XR_001706160.2_1312	0.506148177406927	0.513096928886301	0.184715545014625
lcl|NC_037638.1_miscrna_XR_001706161.2_1321	0.862172661499169	1.22671991276994	0
lcl|NC_037638.1_miscrna_XR_001706185.2_1290	6.42489427035489	5.10443060685224	4.31735565547965
lcl|NC_037638.1_miscrna_XR_001706186.2_1289	2.22233732135554	2.51757883247282	4.01317948921874
lcl|NC_037638.1_miscrna_XR_001706312.2_1229	0	0.192283669865064	0
lcl|NC_037638.1_miscrna_XR_001706415.2_3418	3.77672729879892	5.09132041702244	3.41207419249092
lcl|NC_037638.1_miscrna_XR_001706416.2_3421	0	0	0
lcl|NC_037638.1_miscrna_XR_001706417.2_3419	3.57259537056077	3.38804490228569	4.66715856283363
lcl|NC_037638.1_miscrna_XR_001706421.2_2691	0.0872907511959057	0	0
lcl|NC_037638.1_miscrna_XR_001706444.2_275	4.75131264296894	4.68547654816524	5.01472423809744
lcl|NC_037638.1_miscrna_XR_001706445.2_276	1.28885824563062	1.99951752383753	1.37366699860629
lcl|NC_037638.1_miscrna_XR_001706446.2_279	5.93995111110589	4.54345355423492	3.1600579421437
lcl|NC_037638.1_miscrna_XR_001706455.2_2573	0.0370748525257138	0	0
lcl|NC_037638.1_miscrna_XR_001706459.2_2404	0.79705639818269	1.28861810253044	0.180813061082166
lcl|NC_037638.1_miscrna_XR_001706460.2_2403	0.546825808294022	0.0905566171298418	0.0937895021409898
lcl|NC_037638.1_miscrna_XR_001706478.2_2791	0.125972650453213	0	0.126917131863495
lcl|NC_037638.1_miscrna_XR_001706490.2_2794	0.816939545711416	2.32993070681637	0.529445474321675
lcl|NC_037638.1_miscrna_XR_003304178.1_2838	1.35970984032189	0.96359407074043	0.09240697247204
lcl|NC_037638.1_miscrna_XR_003304180.1_2841	0.470090593365001	0.0438314513723101	0.109491217165109
lcl|NC_037638.1_miscrna_XR_003304185.1_2835	0.523093977961669	0.336486660008207	0.112720192389088
lcl|NC_037638.1_miscrna_XR_003304219.1_1320	0	0	0
lcl|NC_037638.1_miscrna_XR_003304220.1_1322	1.92415325032645	2.36905831977176	0.94872381981799
lcl|NC_037638.1_miscrna_XR_003304252.1_1666	0.402960540701194	0.828071222277477	0
lcl|NC_037638.1_miscrna_XR_003304421.1_2964	4.57489174275086	3.45593648184612	2.43229287912877
lcl|NC_037638.1_miscrna_XR_003304422.1_2962	2.65320520193404	3.91324733529899	2.3441797545894
lcl|NC_037638.1_miscrna_XR_003304558.1_3420	4.52249642083737	3.22093747087347	2.08919198628202
lcl|NC_037638.1_miscrna_XR_003304637.1_1014	3.68554050623964	2.57259101867124	2.10982109597984
lcl|NC_037638.1_miscrna_XR_003304718.1_3501	2.76274796257999	1.8741769601447	1.90352036187437
lcl|NC_037638.1_miscrna_XR_003304966.1_99	0	0	0
lcl|NC_037638.1_miscrna_XR_003304998.1_1550	0.317737731388247	0.480387563988931	0.492808220884505
lcl|NC_037638.1_miscrna_XR_003305139.1_2571	0	0	0
lcl|NC_037638.1_miscrna_XR_003305269.1_2716	0.0796910168712551	0	0
lcl|NC_037638.1_miscrna_XR_003305270.1_2717	0.148335358914819	0.228794311670992	0
lcl|NC_037638.1_miscrna_XR_003305271.1_2710	0	0	0
lcl|NC_037638.1_miscrna_XR_003305272.1_2711	0	0	0.316695555095109
lcl|NC_037638.1_miscrna_XR_003305273.1_2715	0	0	0
lcl|NC_037638.1_miscrna_XR_003305274.1_2713	0.0581689431596465	0	0
lcl|NC_037638.1_miscrna_XR_003305275.1_2714	0.0419460846522017	0.10208600209849	0.893557460044076
lcl|NC_037638.1_miscrna_XR_003305276.1_2712	0.724478242727177	0.183490352613644	0.00250043325830202
lcl|NC_037638.1_miscrna_XR_003305404.1_515	0.755173055279261	0.55356784467537	0.903116724285609
lcl|NC_037638.1_miscrna_XR_003305406.1_513	0.664145943536202	0	0.199872096199027
lcl|NC_037638.1_miscrna_XR_003305417.1_512	0.0927279143202436	0.0887934391817624	0
lcl|NC_037638.1_miscrna_XR_003305418.1_511	0	0.598823081552048	0.305546216544986
lcl|NC_037638.1_miscrna_XR_003305640.1_3196	1.9150107467977	2.87861736429062	1.53803173636999
lcl|NC_037638.1_miscrna_XR_003305726.1_3619	2.07040131393056	3.12698669931378	2.29315323936481
lcl|NC_037638.1_miscrna_XR_003305810.1_64	2.27341964092	3.42469870203873	1.72463240826021
lcl|NC_037638.1_miscrna_XR_003305864.1_3391	0.264255054806372	0.566115034635092	0.038378363453434
lcl|NC_037638.1_miscrna_XR_003305924.1_2144	1.98370855398369	1.69539955272179	2.14165411990459
lcl|NC_037638.1_miscrna_XR_003306016.1_2412	1.88561798996363	1.37300433015153	0.58391364869008
lcl|NC_037638.1_miscrna_XR_003306056.1_2382	0.926679765245126	0.627118553411797	0.588799039776061
lcl|NC_037638.1_miscrna_XR_003306057.1_2383	0	0	0
lcl|NC_037638.1_miscrna_XR_003306077.1_1576	2.1765509791277	3.03377730378936	0.925788719226098
lcl|NC_037638.1_miscrna_XR_003306083.1_774	0	0	0.618877510586296
lcl|NC_037638.1_miscrna_XR_003306089.1_773	0.16912065396699	0.570679958402687	0
lcl|NC_037638.1_miscrna_XR_003306099.1_463	0	0	0.0594433531718812
lcl|NC_037638.1_miscrna_XR_003306105.1_2481	0.336391006249463	0	0.0415004320255462
