target_id	whole cleanly-dissected brains
lcl|NW_011929473.1_mrna_XM_011634713.1_1	3.9365712996932
lcl|NW_011929482.1_mrna_XM_011646357.1_2	0.36400930580401
lcl|NW_011929497.1_mrna_XM_011649341.1_3	3.04763027224636
lcl|NW_011929513.1_mrna_XM_011633627.2_4	0.351478008802437
lcl|NW_011929517.1_mrna_XM_025217460.1_5	1.98959550343681
lcl|NW_011929523.1_mrna_XM_011635853.2_6	1.16942805821399
lcl|NW_011929530.1_miscrna_XR_003096651.1_12	3.37229480641663
lcl|NW_011929530.1_mrna_XM_011637008.2_7	4.93882392647217
lcl|NW_011929530.1_mrna_XM_011637757.2_8	2.62891195392598
lcl|NW_011929530.1_mrna_XM_011640833.2_10	5.07462857600418
lcl|NW_011929530.1_mrna_XM_011641609.2_9	5.68089668042667
lcl|NW_011929530.1_mrna_XM_011642815.2_11	5.00983340318507
lcl|NW_011929536.1_mrna_XM_025218838.1_13	0.507843650806448
lcl|NW_011929543.1_mrna_XM_011647147.1_15	0.0418716205849578
lcl|NW_011929551.1_mrna_XM_011648975.1_16	0.478462938736201
lcl|NW_011929557.1_mrna_XM_011649299.1_17	5.42863020898713
lcl|NW_011929558.1_mrna_XM_011649416.2_18	0.881273472363925
lcl|NW_011929562.1_mrna_XM_025219960.1_19	0.231328915148046
lcl|NW_011929567.1_trna_20	3.25726234001393
lcl|NW_011929572.1_mrna_XM_011649734.1_21	0.0299149498494206
lcl|NW_011929577.1_mrna_XM_011649952.1_22	1.30136552304292
lcl|NW_011929582.1_mrna_XM_011650066.2_23	5.34019890010215
lcl|NW_011929583.1_mrna_XM_011631418.1_24	0.0711908727720615
lcl|NW_011929588.1_mrna_XM_011631531.1_25	0.893202593911556
lcl|NW_011929595.1_mrna_XM_011631632.1_26	0.382458923518591
lcl|NW_011929620.1_miscrna_XR_003096507.1_31	0.472243813137742
lcl|NW_011929620.1_mrna_XM_011632200.1_30	2.99413222909553
lcl|NW_011929620.1_ncrna_XR_967269.2_29	1.08992935674591
lcl|NW_011929620.1_ncrna_XR_967272.1_27	0.403468793947604
lcl|NW_011929620.1_ncrna_XR_967278.1_28	0.568060777582486
lcl|NW_011929623.1_mrna_XM_011632347.1_32	1.65102292710712
lcl|NW_011929624.1_mrna_XM_011632863.1_33	1.76459692951802
lcl|NW_011929640.1_mrna_XM_011633082.1_34	0.245046249559053
lcl|NW_011929649.1_mrna_XM_011633189.1_35	5.8205522865254
lcl|NW_011929653.1_ncrna_XR_003096554.1_37	8.55824985513893
lcl|NW_011929653.1_ncrna_XR_967405.1_36	5.7992723268836
lcl|NW_011929660.1_mrna_XM_011633467.1_39	0.261080077551457
lcl|NW_011929682.1_mrna_XM_025217400.1_41	0.502494210375607
lcl|NW_011929683.1_mrna_XM_011634015.1_46	4.54710526022374
lcl|NW_011929683.1_mrna_XM_011634118.1_43	0.74645202651973
lcl|NW_011929683.1_mrna_XM_011634180.1_44	0.996029672553073
lcl|NW_011929683.1_mrna_XM_011634290.1_48	3.88212051521864
lcl|NW_011929683.1_mrna_XM_011634369.1_49	5.91814227417025
lcl|NW_011929683.1_mrna_XM_011634598.2_50	5.14749327413574
lcl|NW_011929683.1_mrna_XM_025217421.1_47	6.69284154523125
lcl|NW_011929683.1_mrna_XM_025217479.1_45	0.553245135818119
lcl|NW_011929683.1_mrna_XM_025217489.1_42	3.115762644341
lcl|NW_011929685.1_mrna_XM_025217552.1_51	4.86827557988924
lcl|NW_011929685.1_mrna_XM_025217560.1_52	3.31167143338115
lcl|NW_011929685.1_mrna_XM_025217571.1_53	4.27718521633996
lcl|NW_011929685.1_ncrna_XR_967535.2_54	3.24903479765336
lcl|NW_011929698.1_mrna_XM_025217603.1_55	0.218632345370663
lcl|NW_011929701.1_mrna_XM_011634901.2_56	0.0496145641889678
lcl|NW_011929717.1_ncrna_XR_967546.2_57	4.78103133979553
lcl|NW_011929720.1_mrna_XM_011635215.2_58	0.502986642380927
lcl|NW_011929721.1_mrna_XM_025217677.1_59	1.46166189234713
lcl|NW_011929722.1_ncrna_XR_967573.1_60	3.78017117185855
lcl|NW_011929738.1_mrna_XM_011635583.1_61	0.104896638794258
lcl|NW_011929740.1_mrna_XM_011635691.2_62	0.223370475186767
lcl|NW_011929756.1_mrna_XM_025217755.1_63	0.202909152880985
lcl|NW_011929758.1_mrna_XM_025217764.1_64	0.180658510275593
lcl|NW_011929765.1_mrna_XM_011635930.1_65	1.6846223317213
lcl|NW_011929768.1_mrna_XM_011636156.2_67	4.37468207739233
lcl|NW_011929768.1_mrna_XM_011636241.2_66	2.60047172035104
lcl|NW_011929772.1_ncrna_XR_967675.2_68	5.86491391017132
lcl|NW_011929782.1_trna_69	0.263988906606864
lcl|NW_011929786.1_mrna_XM_011636769.1_70	1.38411200785462
lcl|NW_011929790.1_mrna_XM_011636888.2_71	3.22050206411698
lcl|NW_011929795.1_mrna_XM_011637120.1_74	5.76118575726093
lcl|NW_011929795.1_mrna_XM_011637185.1_75	1.2142092023316
lcl|NW_011929795.1_mrna_XM_011637292.2_76	6.27013898682995
lcl|NW_011929795.1_mrna_XM_011637411.1_77	3.20448920065112
lcl|NW_011929795.1_mrna_XM_011637717.1_73	0.178725460033246
lcl|NW_011929795.1_mrna_XM_011637836.2_78	3.10278561159881
lcl|NW_011929795.1_mrna_XM_025217974.1_72	0.234167444677268
lcl|NW_011929795.1_ncrna_XR_967752.2_79	0.941518565419522
lcl|NW_011929796.1_mrna_XM_011637939.1_80	0.283109656945293
lcl|NW_011929800.1_mrna_XM_011638170.1_81	1.98598144776806
lcl|NW_011929801.1_mrna_XM_025218203.1_82	4.74870415949432
lcl|NW_011929810.1_trna_83	2.71434829830475
lcl|NW_011929817.1_mrna_XM_011638928.2_85	5.16354635626993
lcl|NW_011929817.1_mrna_XM_011639018.2_84	5.55414458878599
lcl|NW_011929818.1_mrna_XM_011639130.2_88	1.62829325697995
lcl|NW_011929818.1_mrna_XM_011639210.2_87	1.44637452828213
